Patente|Pedimento|SeccionAduanera|NumContenedor|TipoContenedor|FechaPagoReal
3949|5104821|071|531164|56|2026-01-08 13:26:00|
3949|5104821|071|531134|56|2026-01-08 13:26:00|
3129|5026337|240|53027-2|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU258050|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU252503|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU930469|22|2026-01-19 16:02:02|
1680|5001378|270|UMXU635420|63|2026-01-08 18:09:02|
1680|5035180|800|11891VL|68|2026-01-19 16:02:02|
1680|5035180|800|26BC4N|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU235335|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU237781|22|2026-01-14 12:06:02|
1669|5023108|430|MRSU6806129|3|2026-01-06 10:08:00|
3949|5104821|071|53133|56|2026-01-08 13:26:00|
1680|5035194|800|1402|56|2026-01-06 16:20:02|
1680|5035180|800|V53951|56|2026-01-19 16:02:02|
1680|5035180|800|536024|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU932143|22|2026-01-23 11:10:08|
1680|5035180|800|45BB7S|68|2026-01-19 16:02:02|
3129|5026337|240|5709|56|2026-01-14 09:03:03|
3129|5026337|240|7882|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU254575|22|2026-01-19 09:16:02|
1680|5035180|800|10802MSM|68|2026-01-19 16:02:02|
3129|5026337|240|9061-2|56|2026-01-14 09:03:03|
3949|5001068|070|UMXU930729|22|2026-01-05 19:55:00|
3949|5104821|071|53547|56|2026-01-08 13:26:00|
3129|5026337|240|5529|56|2026-01-14 09:03:03|
1680|5000912|240|EMHU275763|22|2026-01-14 12:06:02|
1680|5000912|240|H53193|56|2026-01-14 12:06:02|
3949|5104882|071|53-1195|56|2026-01-08 15:45:03|
1680|5035180|800|UMXU254021|22|2026-01-19 16:02:02|
1680|5035180|800|F1820|56|2026-01-19 16:02:02|
1680|5035180|800|534538|56|2026-01-19 16:02:02|
1680|5035180|800|UMXU251315|22|2026-01-19 16:02:02|
3949|5005113|160|BMOU2819674|1|2026-01-07 13:36:06|
1680|5092192|240|770|56|2026-01-05 17:38:01|
1680|5036308|240|99913|60|2026-01-02 16:20:09|
3129|5026337|240|52079|56|2026-01-14 09:03:03|
3949|5104821|071|53787|56|2026-01-08 13:26:00|
1680|5035180|800|53373|56|2026-01-19 16:02:02|
1680|5035180|800|JMJ0111|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU236643|22|2026-01-23 11:10:08|
1680|5092175|240|SD1775|60|2026-01-07 10:05:03|
1669|5023108|430|TRHU8346072|3|2026-01-06 10:08:00|
1680|5087442|240|UMXU884027|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU932730|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU237995|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU246798|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU235826|22|2026-01-23 11:10:08|
3129|5026337|240|20640|56|2026-01-14 09:03:03|
3129|5026337|240|124451|56|2026-01-14 09:03:03|
1680|5035180|800|W20024|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU885660|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU246028|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU247252|22|2026-01-05 18:07:01|
1680|5035180|800|532230|56|2026-01-19 16:02:02|
3949|5104883|071|53-409|56|2026-01-09 10:46:01|
1680|5092175|240|CWSU260546|60|2026-01-07 10:05:03|
1680|5087442|240|UMXU247872|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU636380|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU634885|22|2026-01-23 11:10:08|
1680|6024629|240|550027|56|2026-01-21 14:04:04|
1680|5087442|240|UMXU636870|22|2026-01-23 11:10:08|
1680|5000912|240|536077|56|2026-01-14 12:06:02|
1680|5035180|800|532013|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU250665|22|2026-01-23 11:10:08|
3129|6000613|240|89985MSM|56|2026-01-21 16:01:11|
1680|5035180|800|14BA4H|68|2026-01-19 16:02:02|
1680|5035180|800|27BB7F|68|2026-01-19 16:02:02|
1680|5092175|240|CWSU260502|60|2026-01-07 10:05:03|
1680|5087442|240|UMXU251507|22|2026-01-23 11:10:08|
1680|5092175|240|CWSU260518|60|2026-01-07 10:05:03|
1680|5083929|240|UMXU256749|22|2026-01-19 09:16:02|
3949|5104821|071|53273|56|2026-01-08 13:26:00|
1680|5087442|240|UMXU635664|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU268687|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU267221|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU933378|22|2026-01-23 11:10:08|
1680|5092175|240|CWSU260538|60|2026-01-07 10:05:03|
1680|5035180|800|TM26|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU236862|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU267894|22|2026-01-05 18:07:01|
1680|5083929|240|EMHU649379|22|2026-01-19 09:16:02|
1680|5036308|240|NRF3655|60|2026-01-02 16:20:09|
1680|5035180|800|48AM5Z|68|2026-01-19 16:02:02|
3129|5026337|240|10597MSM|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU632867|22|2026-01-23 11:10:08|
1680|5035180|800|531193|56|2026-01-19 16:02:02|
1680|5083929|240|MNLU234570|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU253417|22|2026-01-19 09:16:02|
1680|5092175|240|SD1756|60|2026-01-07 10:05:03|
1680|5087442|240|UMXU259713|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU257781|22|2026-01-23 11:10:08|
1680|5035180|800|62BE6B|68|2026-01-19 16:02:02|
3949|5104826|071|53841|56|2026-01-08 15:18:01|
1680|5035180|800|038CH|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU238253|22|2026-01-23 11:10:08|
3949|5104821|071|53129|56|2026-01-08 13:26:00|
1680|5087442|240|UMXU267924|22|2026-01-23 11:10:08|
1680|5036308|240|SD2509|60|2026-01-02 16:20:09|
1680|5035180|800|53905|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU935297|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU897102|22|2026-01-19 09:16:02|
1680|5035180|800|52316|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU236316|22|2026-01-19 09:16:02|
1680|5035180|800|87BB5B|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU246440|22|2026-01-19 09:16:02|
1669|5023108|430|MRSU5550829|3|2026-01-06 10:08:00|
1680|5087442|240|UMXU884975|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU265927|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU258503|22|2026-01-23 11:10:08|
1680|5035180|800|17AS6L|68|2026-01-19 16:02:02|
1680|5092175|240|CWSU260507|60|2026-01-07 10:05:03|
3949|5104826|071|53971|56|2026-01-08 15:18:01|
1680|5035180|800|TS044124|68|2026-01-19 16:02:02|
1680|5036308|240|F481|60|2026-01-02 16:20:09|
1680|5035180|800|68BE9S|68|2026-01-19 16:02:02|
1680|5000912|240|536604|56|2026-01-14 12:06:02|
1680|5087442|240|UMXU939360|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU935892|63|2026-01-08 18:09:02|
3949|5001068|070|UMXU636699|22|2026-01-05 19:55:00|
1680|5087442|240|UMXU888312|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU886675|22|2026-01-23 11:10:08|
1680|6024601|240|AX109|56|2026-01-13 14:57:04|
1680|5001378|270|UMXU888975|63|2026-01-08 18:09:02|
1680|5087442|240|EMHU274923|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU892359|22|2026-01-19 09:16:02|
1680|5035186|800|122|56|2026-01-08 12:02:02|
1680|5035180|800|393900|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU930125|22|2026-01-19 09:16:02|
3949|5104826|071|53379|56|2026-01-08 15:18:01|
1680|5035180|800|536426|56|2026-01-19 16:02:02|
1680|5035180|800|535256|56|2026-01-19 16:02:02|
1680|5001378|270|UMXU237432|63|2026-01-08 18:09:02|
1680|5035190|800|270886|56|2026-01-08 15:55:01|
1680|5001378|270|UMXU887502|63|2026-01-08 18:09:02|
1680|5035180|800|30BF9B|68|2026-01-19 16:02:02|
3949|5104826|071|53598|56|2026-01-08 15:18:01|
1680|5000912|240|UMXU939032|22|2026-01-14 12:06:02|
1680|5001378|270|UMXU896883|63|2026-01-08 18:09:02|
3129|5026337|240|AP1005|56|2026-01-14 09:03:03|
3129|6000613|240|710792|56|2026-01-21 16:01:11|
1680|5035180|800|57AZ9K|68|2026-01-19 16:02:02|
1680|5035180|800|52AT5X|68|2026-01-19 16:02:02|
1680|5035180|800|241045|56|2026-01-19 16:02:02|
1680|5035180|800|P53447|56|2026-01-19 16:02:02|
1680|5035181|800|53941|56|2026-01-06 17:31:00|
1680|5035180|800|53437|56|2026-01-19 16:02:02|
1680|5035180|800|LIS5352|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234528|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU151916|22|2026-01-23 11:10:08|
1680|5035180|800|2228|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU248087|22|2026-01-19 09:16:02|
1680|5000912|240|532206|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU238621|22|2026-01-19 09:16:02|
1669|5023109|430|TCNU1533062|3|2026-01-02 16:46:00|
3129|5026337|240|8064-2|56|2026-01-14 09:03:03|
3949|5001067|070|UMXU253982|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU633387|22|2026-01-05 18:07:01|
1680|5035180|800|71BK2M|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU246440|22|2026-01-23 11:10:08|
1680|5035195|800|853833|56|2026-01-05 16:08:00|
3129|6000613|240|5449|56|2026-01-21 16:01:11|
1680|5035180|800|53242|56|2026-01-19 16:02:02|
1680|5035180|800|U451727|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU890489|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU251695|22|2026-01-19 16:02:02|
1680|5035180|800|180865|56|2026-01-19 16:02:02|
3949|5005113|160|MRSU8172677|3|2026-01-07 13:36:06|
1680|5000866|240|SNLU222934|22|2026-01-27 17:59:02|
3949|5001067|070|UMXU890032|22|2026-01-05 18:07:01|
1680|5035180|800|2428|56|2026-01-19 16:02:02|
3129|5026337|240|6330|56|2026-01-14 09:03:03|
3949|5104826|071|53848|56|2026-01-08 15:18:01|
1680|5087442|240|UMXU260073|22|2026-01-23 11:10:08|
1680|5035180|800|S643|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU248573|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU888923|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU631798|22|2026-01-23 11:10:08|
1680|5035180|800|03AP5W|68|2026-01-19 16:02:02|
1680|5035180|800|532102|56|2026-01-19 16:02:02|
3949|5001067|070|UMXU935560|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU253881|22|2026-01-05 18:07:01|
1680|5035180|800|240167|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU248867|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU252286|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU257741|22|2026-01-23 11:10:08|
3129|5026337|240|5306|56|2026-01-14 09:03:03|
3129|6000603|240|5537|56|2026-01-21 12:03:03|
3949|5001067|070|UMXU886869|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU635072|22|2026-01-23 11:10:08|
1680|5083929|240|EMHU646848|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU894564|63|2026-01-08 18:09:02|
3949|5001067|070|UMXU632684|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU888406|22|2026-01-05 18:07:01|
1680|5000912|240|180619|56|2026-01-14 12:06:02|
1680|5000912|240|240472|56|2026-01-14 12:06:02|
1680|5087442|240|MNLU234649|22|2026-01-23 11:10:08|
1680|5035180|800|005|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU250914|22|2026-01-23 11:10:08|
1680|5083929|240|EMHU269893|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU932455|22|2026-01-19 09:16:02|
3949|5104862|071|53532|56|2026-01-08 15:39:05|
1669|6900401|510|HLXU1236076|1|2026-01-13 17:15:03|
1669|6900401|510|HAMU2620670|3|2026-01-13 17:15:03|
3949|5001067|070|UMXU935232|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU248301|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU236691|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU887765|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234750|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU886999|22|2026-01-19 09:16:02|
1680|5000912|240|429|56|2026-01-14 12:06:02|
1680|5000912|240|531372|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU893483|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234795|22|2026-01-23 11:10:08|
1680|5087442|240|EMHU277890|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU246625|22|2026-01-19 09:16:02|
3949|5001067|070|UMXU631966|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU888238|22|2026-01-05 18:07:01|
3129|5026337|240|251065|56|2026-01-14 09:03:03|
3129|6000603|240|15411MSM|56|2026-01-21 12:03:03|
1680|5092175|240|CWSU260513|60|2026-01-07 10:05:03|
1680|5087442|240|UMXU255936|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234527|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234754|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU258373|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU933170|22|2026-01-23 11:10:08|
1680|5000912|240|532019|56|2026-01-14 12:06:02|
1680|5000912|240|532227|56|2026-01-14 12:06:02|
1680|5035181|800|853857|56|2026-01-06 17:31:00|
3949|5000727|672|08|60|2026-01-06 15:56:01|
1680|5083929|240|MNLU234718|22|2026-01-19 09:16:02|
1680|5035180|800|S750|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU636755|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU935791|22|2026-01-14 12:06:02|
3129|6000603|240|W19907|56|2026-01-21 12:03:03|
3129|5026337|240|14790WLA|56|2026-01-14 09:03:03|
3949|5104832|071|53-821|56|2026-01-06 14:31:01|
3949|5001068|070|UMXU630855|22|2026-01-05 19:55:00|
1680|5083929|240|EMHU204824|22|2026-01-19 09:16:02|
1680|5035179|800|710741|56|2026-01-07 16:01:01|
3949|5104866|071|T-1326|56|2026-01-06 15:39:04|
3949|5001068|070|UMXU248301|22|2026-01-05 19:55:00|
1680|5000912|240|534124|56|2026-01-14 12:06:02|
1680|5000912|240|535191|56|2026-01-14 12:06:02|
1680|5035180|800|80BK1N|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU254896|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234638|22|2026-01-19 09:16:02|
3949|5005113|160|TLLU5309787|3|2026-01-07 13:36:06|
1680|6011244|240|WRWK300112|63|2026-01-16 18:26:15|
3949|5001068|070|UMXU247634|22|2026-01-05 19:55:00|
3129|5026337|240|11048SL|56|2026-01-14 09:03:03|
3129|5026337|240|TAL113|56|2026-01-14 09:03:03|
3949|5001068|070|UMXU935098|22|2026-01-05 19:55:00|
3949|5104818|071|53848|56|2026-01-07 14:41:01|
1680|5083929|240|UMXU939360|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234501|22|2026-01-19 09:16:02|
3949|5001068|070|UMXU932485|22|2026-01-05 19:55:00|
3949|5104839|071|53-821|56|2026-01-06 09:12:01|
1680|5035180|800|531815|56|2026-01-19 16:02:02|
1680|5000912|240|53701|56|2026-01-14 12:06:02|
1680|5087442|240|UMXU253362|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU237746|22|2026-01-19 16:02:02|
1680|5083929|240|EMHU276850|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU237315|22|2026-01-19 09:16:02|
3129|6000613|240|11968WLA|56|2026-01-21 16:01:11|
3949|5001068|070|UMXU888330|22|2026-01-05 19:55:00|
3129|5026337|240|H09164|56|2026-01-14 09:03:03|
3129|5026337|240|91948MSM|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU934308|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU253146|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU936937|22|2026-01-19 09:16:02|
1680|5083929|240|EMHU249127|22|2026-01-19 09:16:02|
1680|5000291|230|CRFP-05|60|2026-01-07 13:58:03|
3949|5001068|070|UMXU886869|22|2026-01-05 19:55:00|
1680|6011246|240|TTGX967048|63|2026-01-16 18:26:17|
1680|5000912|240|54162|56|2026-01-14 12:06:02|
3949|5001068|070|UMXU632057|22|2026-01-05 19:55:00|
3949|5001068|070|UMXU250881|22|2026-01-05 19:55:00|
1680|5083929|240|UMXU939400|22|2026-01-19 09:16:02|
1680|5035180|800|V060153|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU257710|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU236240|22|2026-01-23 11:10:08|
1680|6011248|240|TTGX708555|63|2026-01-17 12:44:03|
1669|5023109|430|CAAU6084203|3|2026-01-02 16:46:00|
1680|5087442|240|UMXU237396|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU937911|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU234570|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU933541|63|2026-01-08 18:09:02|
3949|5001068|070|UMXU932730|22|2026-01-05 19:55:00|
3129|6000613|240|1055|56|2026-01-21 16:01:11|
1680|5092172|240|64975|56|2026-01-05 13:16:03|
1680|5035180|800|526052|56|2026-01-19 16:02:02|
3949|5001068|070|UMXU267894|22|2026-01-05 19:55:00|
1680|5000291|230|CRFP02|60|2026-01-07 13:58:03|
1680|5087442|240|UMXU251983|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU232846|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU930469|22|2026-01-14 12:06:02|
1680|5087442|240|EMHU204904|22|2026-01-23 11:10:08|
3949|5104842|071|53532|56|2026-01-13 15:07:01|
1669|5023109|430|SUDU8913577|3|2026-01-02 16:46:00|
1680|5035181|800|53324|56|2026-01-06 17:31:00|
3129|6000613|240|M2130|56|2026-01-21 16:01:11|
3949|5104876|071|1866|60|2026-01-07 14:47:09|
1680|5087442|240|UMXU256078|22|2026-01-23 11:10:08|
1680|5035180|800|210918|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU238621|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU267688|22|2026-01-23 11:10:08|
1680|5035180|800|445076|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU246962|22|2026-01-23 11:10:08|
3949|5001068|070|UMXU247252|22|2026-01-05 19:55:00|
1680|5035180|800|UMXU234933|22|2026-01-19 16:02:02|
1680|5083929|240|SNLU997013|22|2026-01-19 09:16:02|
3949|5104866|071|T1386|56|2026-01-06 15:39:04|
1680|5087442|240|MNLU234789|22|2026-01-23 11:10:08|
1669|5023109|430|MRSU3107236|3|2026-01-02 16:46:00|
1669|5023109|430|TRHU4550160|3|2026-01-02 16:46:00|
3949|5001068|070|UMXU932394|22|2026-01-05 19:55:00|
1680|5087442|240|UMXU248745|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU251399|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU257982|22|2026-01-23 11:10:08|
1669|5003140|510|UETU3105619|1|2026-01-13 17:37:00|
3949|5001068|070|UMXU882954|22|2026-01-05 19:55:00|
1680|5092194|240|710981|56|2026-01-08 10:01:05|
1680|5000291|230|Z110|60|2026-01-07 13:58:03|
1680|5087442|240|MNLU234901|22|2026-01-23 11:10:08|
1680|5092146|240|WRWK407176|63|2026-01-07 11:28:01|
1680|5083929|240|UMXU937226|22|2026-01-19 09:16:02|
3949|5104849|071|531119|56|2026-01-08 09:19:03|
1680|5083929|240|TCZU652291|22|2026-01-19 09:16:02|
1680|5000291|230|1640|60|2026-01-07 13:58:03|
1669|5023941|430|HLBU2698467|3|2026-01-12 13:37:01|
1680|5035180|800|45BK6K|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU251181|22|2026-01-23 11:10:08|
1669|5023619|430|FANU1902578|3|2026-01-08 15:21:01|
1680|5035180|800|10710MSM|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU253325|22|2026-01-23 11:10:08|
1680|5035180|800|H53075|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234950|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU637145|22|2026-01-19 09:16:02|
1680|5000932|240|E82404|56|2026-01-05 17:10:02|
1680|5000827|240|26-BC-3N|56|2026-01-27 11:36:02|
3949|5104836|071|44792|56|2026-01-09 15:44:01|
1680|5083929|240|UMXU935448|22|2026-01-19 09:16:02|
1680|5035180|800|24AG1K|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU252117|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU234579|22|2026-01-23 11:10:08|
1680|5035180|800|65BA5H|68|2026-01-19 16:02:02|
1680|5000279|230|NS162435|63|2026-01-08 13:14:00|
1680|6011281|240|TM2465|60|2026-01-30 17:42:04|
1680|5087442|240|SNLU138641|22|2026-01-23 11:10:08|
1680|5083929|240|SNLU221545|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU248430|22|2026-01-19 16:02:02|
1680|5087442|240|MNLU234928|22|2026-01-23 11:10:08|
3129|6000613|240|510147|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU247872|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU248537|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU267997|22|2026-01-19 16:02:02|
1680|5000827|240|18-BC-4N|56|2026-01-27 11:36:02|
1680|5092175|240|SD1778|60|2026-01-07 10:05:03|
1680|5083929|240|SNLU190634|22|2026-01-19 09:16:02|
1680|5087442|240|SNLU187489|22|2026-01-23 11:10:08|
3949|5104866|071|T147|56|2026-01-06 15:39:04|
1680|5035180|800|87BC1P|68|2026-01-19 16:02:02|
1680|5035180|800|WB8247C|68|2026-01-19 16:02:02|
1680|5000827|240|1838|56|2026-01-27 11:36:02|
1669|5023108|430|HAMU1914366|3|2026-01-06 10:08:00|
1680|5035180|800|35AY7T|68|2026-01-19 16:02:02|
3129|5026337|240|EI867|56|2026-01-14 09:03:03|
1680|5000424|230|531404|56|2026-01-05 16:21:02|
1680|5087442|240|EMHU652252|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU250918|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU897238|22|2026-01-19 16:02:02|
1680|5001378|270|UMXU255191|63|2026-01-08 18:09:02|
3129|6000613|240|D157|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU933470|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234913|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU251333|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU882692|22|2026-01-19 09:16:02|
1680|5035180|800|EMHU203438|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU237898|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU253443|22|2026-01-23 11:10:08|
3949|5104864|071|T-1378|56|2026-01-08 19:12:01|
1680|5000912|240|UMXU247348|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU931420|22|2026-01-19 09:16:02|
3129|6000613|240|S433|56|2026-01-21 16:01:11|
3129|6000613|240|10597MSM|56|2026-01-21 16:01:11|
1680|5035180|800|UMXU933696|22|2026-01-19 16:02:02|
1680|5035180|800|032|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234590|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU932485|22|2026-01-05 18:07:01|
1680|5001378|270|UMXU255375|63|2026-01-08 18:09:02|
1680|5035180|800|56AS7Y|68|2026-01-19 16:02:02|
1680|6011247|240|TTGX702291|63|2026-01-19 16:27:06|
3129|5026337|240|M2126|56|2026-01-14 09:03:03|
1680|5000866|240|SNLU213789|22|2026-01-27 17:59:02|
1680|5035180|800|UMXU254597|22|2026-01-19 16:02:02|
3129|6000613|240|124451|56|2026-01-21 16:01:11|
3129|6000613|240|20640|56|2026-01-21 16:01:11|
1680|5087442|240|MNLU234586|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU257332|22|2026-01-19 16:02:02|
3129|5026337|240|UL53779|56|2026-01-14 09:03:03|
3949|5001067|070|UMXU236389|22|2026-01-05 18:07:01|
1680|5092174|240|8299|60|2026-01-02 16:20:08|
1680|5035180|800|129|56|2026-01-19 16:02:02|
3949|5001067|070|UMXU260074|22|2026-01-05 18:07:01|
1680|5083929|240|UMXU248807|22|2026-01-19 09:16:02|
1680|5001378|270|EMHU264920|63|2026-01-08 18:09:02|
1680|5035180|800|80BB3D|68|2026-01-19 16:02:02|
3129|6000613|240|52079|56|2026-01-21 16:01:11|
3129|6000613|240|5529|56|2026-01-21 16:01:11|
1680|5035180|800|UMXU268291|22|2026-01-19 16:02:02|
1680|5035180|800|87998MSM|68|2026-01-19 16:02:02|
1680|6011255|240|TTGX705764|63|2026-01-20 18:30:10|
1680|5087442|240|UMXU255004|22|2026-01-23 11:10:08|
1680|5035180|800|H53179|56|2026-01-19 16:02:02|
1680|5000912|240|532|56|2026-01-14 12:06:02|
1680|5000912|240|532016|56|2026-01-14 12:06:02|
3129|5026337|240|11466|56|2026-01-14 09:03:03|
1680|5000912|240|15400MSM|56|2026-01-14 12:06:02|
1680|5000912|240|020|56|2026-01-14 12:06:02|
3129|6000613|240|731|56|2026-01-21 16:01:11|
3129|6000613|240|971552|56|2026-01-21 16:01:11|
1680|5035180|800|UMXU631751|22|2026-01-19 16:02:02|
1680|5035180|800|TAL108|68|2026-01-19 16:02:02|
1680|5087442|240|MNLU234958|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU932399|63|2026-01-08 18:09:02|
1680|5035180|800|TM111|68|2026-01-19 16:02:02|
1680|5035180|800|170402.|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU255973|22|2026-01-23 11:10:08|
3129|5026337|240|15648MSM|56|2026-01-14 09:03:03|
1680|5035180|800|49AL7P|68|2026-01-19 16:02:02|
1680|5083929|240|SNLU996932|22|2026-01-19 09:16:02|
3129|6000613|240|LF5407|56|2026-01-21 16:01:11|
1680|5087442|240|MNLU234888|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU935558|22|2026-01-14 12:06:02|
1680|5000912|240|UMXU897815|22|2026-01-14 12:06:02|
3129|5026337|240|424-61|56|2026-01-14 09:03:03|
1680|5000912|240|UMXU891420|22|2026-01-14 12:06:02|
1680|5083929|240|SNLU212839|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU892882|22|2026-01-23 11:10:08|
1680|5035182|800|16102|56|2026-01-08 15:17:01|
1680|5034297|800|10964SL|68|2026-01-05 15:26:02|
1680|5035180|800|EMHU271644|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU238133|22|2026-01-19 16:02:02|
3129|6000613|240|UL53779|56|2026-01-21 16:01:11|
1680|5087442|240|MNLU234935|22|2026-01-23 11:10:08|
1680|5035180|800|63AV5F|22|2026-01-19 16:02:02|
1680|5083929|240|SNLU187665|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234709|22|2026-01-23 11:10:08|
1680|5034297|800|RT2081|56|2026-01-05 15:26:02|
1680|5000912|240|UMXU890082|22|2026-01-14 12:06:02|
1680|5035180|800|251301|56|2026-01-19 16:02:02|
1680|5087442|240|SNLU207143|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU143140|22|2026-01-23 11:10:08|
