Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1669|5022897|430|84835003|76|3|21|575|2026-01-08 11:20:00|
3949|5060536|070|731815|5|3|21|386687|2026-01-06 11:37:02|
1669|5023619|430|87084007|588|3|21|2646|2026-01-08 15:21:01|
3147|6001397|470|39201005|4|3|0|5697|2026-01-23 18:30:02|
1669|5023619|430|70091099|89|6|6|54|2026-01-08 15:21:01|
1680|6005532|230|73181599|59|3|0|4743|2026-01-07 17:51:01|
1669|5023619|430|87084099|614|3|21|129|2026-01-08 15:21:01|
3147|5005617|850|85371004|6|6|6|916|2026-01-08 16:53:05|
3147|5005609|850|49089099|10|6|6|413|2026-01-20 14:43:15|
3949|5104838|071|84833004|26|3|21|1670|2026-01-08 19:18:01|
3949|5060536|070|851130|29|3|21|693699|2026-01-06 11:37:02|
1669|5023619|430|73181606|121|6|6|2745|2026-01-08 15:21:01|
1680|5070750|240|731816|5|3|21|13183|2026-01-07 16:45:04|
1680|5005525|230|852692|68|6|6|7116|2026-01-08 13:06:00|
1669|5000222|810|732619|10|3|21|57735|2026-01-08 15:44:00|
1669|5023619|430|87081099|410|3|21|2444|2026-01-08 15:21:01|
1669|5023619|430|87083099|563|3|21|655|2026-01-08 15:21:01|
1669|5023619|430|84835003|285|3|21|44432|2026-01-08 15:21:01|
1669|5023619|430|87082999|544|3|21|154|2026-01-08 15:21:01|
3147|5005608|850|84818013|32|3|21|6783|2026-01-20 14:03:06|
1669|5023619|430|39263002|5|3|21|876|2026-01-08 15:21:01|
1669|5003141|510|87082999|272|6|6|665|2026-01-07 13:43:01|
3949|5060536|070|848330|22|6|6|10616|2026-01-06 11:37:02|
1669|5023619|430|90328999|803|3|21|2477|2026-01-08 15:21:01|
1680|6024632|240|27101902|1|6|0|25621|2026-01-23 18:48:02|
3147|5005617|850|87082999|7|3|21|4762|2026-01-08 16:53:05|
1669|5003141|510|87082999|263|3|21|842|2026-01-07 13:43:01|
1680|6005532|230|87088011|239|6|0|950|2026-01-07 17:51:01|
1669|5023619|430|87083099|572|3|21|1538|2026-01-08 15:21:01|
3949|5104860|071|85444299|54|3|21|1767|2026-01-08 15:41:00|
3949|5104838|071|84714101|33|3|21|487655|2026-01-08 19:18:01|
1669|5003141|510|40169304|35|3|21|240|2026-01-07 13:43:01|
3949|5060544|071|870830|22|3|21|79762|2026-01-08 19:55:03|
3569|5025866|232|854430|27|3|21|1432|2026-01-05 14:40:01|
3949|5104833|071|85443099|42|3|21|3422|2026-01-08 18:36:00|
3949|6000017|670|84082001|8|3|0|34089|2026-01-22 11:38:02|
1669|5023619|430|87084099|609|6|6|114|2026-01-08 15:21:01|
1680|5070746|240|902620|4|3|21|177443|2026-01-07 16:46:04|
3949|5060536|070|731816|6|6|6|8163|2026-01-06 11:37:02|
1669|5023619|430|87083099|577|3|21|211|2026-01-08 15:21:01|
3147|5005609|850|87082916|81|3|21|12|2026-01-20 14:43:15|
1680|5005525|230|39231003|6|3|21|1795|2026-01-08 13:06:00|
1680|6005532|230|87082999|216|3|0|62|2026-01-07 17:51:01|
3949|5060544|071|73269099|10|3|21|37|2026-01-08 19:55:03|
1669|5023619|430|87082999|495|6|6|26|2026-01-08 15:21:01|
3949|5104838|071|76081099|5|6|6|61875|2026-01-08 19:18:01|
1669|5003141|510|87081099|218|6|6|65|2026-01-07 13:43:01|
1669|5022897|430|84835003|73|3|21|11|2026-01-08 11:20:00|
1669|5023619|430|39263002|17|3|21|113|2026-01-08 15:21:01|
1680|5005525|230|870899|92|3|21|543528|2026-01-08 13:06:00|
1680|5005525|230|853890|74|6|6|3327|2026-01-08 13:06:00|
1680|6002488|800|84661099|2|3|0|8915|2026-01-21 15:34:01|
1680|6005538|230|73181401|19|3|0|118|2026-01-08 20:51:01|
1680|6005532|230|85365099|151|3|0|179|2026-01-07 17:51:01|
1680|5005476|230|731822|30|6|6|15150|2026-01-05 19:05:01|
1669|5023619|430|87083004|553|3|21|1048|2026-01-08 15:21:01|
1680|6000840|800|84213999|5|6|0|275|2026-01-23 14:22:02|
1669|5023619|430|87082999|520|3|21|1371|2026-01-08 15:21:01|
1669|5003141|510|87082999|279|3|21|1824|2026-01-07 13:43:01|
1680|5031274|800|85184099|1|3|21|2508272|2026-01-08 16:47:01|
1680|5000086|270|870840|24|6|6|71820|2026-01-06 18:36:01|
1669|5023619|430|87082999|525|3|21|98|2026-01-08 15:21:01|
1680|6005532|230|73181606|66|3|0|1005|2026-01-07 17:51:01|
1669|5023619|430|85443099|386|6|6|508|2026-01-08 15:21:01|
1669|5023619|430|87088010|677|3|21|19203|2026-01-08 15:21:01|
1669|5022896|430|85371099|54|3|21|61|2026-01-08 18:10:01|
1680|5070748|240|731829|4|3|21|39741|2026-01-07 15:02:01|
1680|6024630|240|27101902|1|3|0|143117|2026-01-23 18:46:02|
1669|5023619|430|85122099|325|6|6|133|2026-01-08 15:21:01|
1680|6005532|230|87082901|187|3|0|1134|2026-01-07 17:51:01|
3569|5027507|232|76069299|14|3|21|250972|2026-01-08 09:45:01|
1669|5023619|430|87085099|635|3|21|2605|2026-01-08 15:21:01|
3147|6001397|470|87083011|6|3|0|16|2026-01-23 18:30:02|
1669|5003141|510|87082999|279|6|6|2938|2026-01-07 13:43:01|
1669|5022896|430|87082999|89|3|21|162|2026-01-08 18:10:01|
3147|5023951|650|73181606|87|3|21|16|2026-01-08 10:28:01|
3949|5104866|071|73269099|1|6|6|13|2026-01-06 15:39:04|
1669|5003141|510|87089999|363|3|21|4977|2026-01-07 13:43:01|
1680|6005532|230|84133099|98|3|0|41222|2026-01-07 17:51:01|
1669|5003141|510|87082913|242|3|21|40|2026-01-07 13:43:01|
1680|5005525|230|731829|31|3|21|33682|2026-01-08 13:06:00|
1680|6005533|230|84841001|40|3|0|253|2026-01-07 17:26:00|
1669|5003141|510|87082999|263|6|6|1357|2026-01-07 13:43:01|
3949|6000016|670|84073403|3|3|0|7143|2026-01-22 11:38:01|
1680|6005538|230|84818025|35|3|0|83|2026-01-08 20:51:01|
3949|5104849|071|85044099|20|3|21|1151|2026-01-08 09:19:03|
1680|6005532|230|87082999|211|3|0|43428|2026-01-07 17:51:01|
1669|5023619|430|87082999|517|3|21|662|2026-01-08 15:21:01|
1680|6002495|800|84139113|2|3|0|7778|2026-01-23 15:46:03|
1680|5005525|230|870880|90|6|6|55126|2026-01-08 13:06:00|
3569|5025866|232|851821|15|3|21|15027|2026-01-05 14:40:01|
3949|5060536|070|401031|4|3|21|48176|2026-01-06 11:37:02|
1669|5000222|810|392630|3|6|6|23528|2026-01-08 15:44:00|
1669|5003141|510|87083004|307|3|21|7994|2026-01-07 13:43:01|
1680|6005532|230|85371099|158|3|0|17514|2026-01-07 17:51:01|
3147|5023951|650|87081099|56|6|6|7|2026-01-08 10:28:01|
1680|5005476|230|854442|75|6|6|105006|2026-01-05 19:05:01|
1669|5022896|430|87082999|94|3|21|58|2026-01-08 18:10:01|
1669|5022897|430|87082999|155|3|21|596|2026-01-08 11:20:00|
3147|6001397|470|87083011|7|6|0|2|2026-01-23 18:30:02|
1669|5023619|430|87082999|485|3|21|892|2026-01-08 15:21:01|
1680|5070752|240|392690|1|3|21|91|2026-01-07 16:34:06|
3147|5023950|650|85443099|11|6|6|2867|2026-01-07 08:40:01|
1669|5023619|430|87082201|433|3|21|4288|2026-01-08 15:21:01|
3147|6000328|850|87084099|3|6|6|66|2026-01-21 12:46:09|
1669|5022896|430|85371099|56|3|21|519|2026-01-08 18:10:01|
1669|5023619|430|84824001|273|3|21|97|2026-01-08 15:21:01|
1669|5023619|430|84213199|238|6|6|1042|2026-01-08 15:21:01|
1669|5023619|430|87082901|438|3|21|1149|2026-01-08 15:21:01|
1669|5023619|430|87089412|712|3|21|15422|2026-01-08 15:21:01|
1669|5003141|510|87082999|275|3|21|28734|2026-01-07 13:43:01|
1669|5023619|430|87082999|514|3|21|45|2026-01-08 15:21:01|
1680|5005476|230|870899|92|3|21|270724|2026-01-05 19:05:01|
1669|5023619|430|84249001|249|3|21|65|2026-01-08 15:21:01|
1669|5022897|430|40103101|16|3|21|986|2026-01-08 11:20:00|
3147|5005609|850|70072199|11|3|21|218|2026-01-20 14:43:15|
1669|5000228|810|392350|1|6|6|64350|2026-01-08 15:41:00|
1669|5023619|430|83023091|172|3|21|366|2026-01-08 15:21:01|
3949|5104832|071|84073403|6|3|21|6704|2026-01-06 14:31:01|
1669|5023619|430|70091099|93|6|6|201|2026-01-08 15:21:01|
1680|6011266|240|87029099|1|3|0|229072|2026-01-23 16:59:07|
1669|5003141|510|73181599|66|6|6|12|2026-01-07 13:43:01|
1669|5022896|430|87085099|106|6|6|3|2026-01-08 18:10:01|
3147|5023951|650|84133003|107|3|21|1539|2026-01-08 10:28:01|
3949|5104860|071|84213999|23|6|6|715|2026-01-08 15:41:00|
1669|5023619|430|87082999|496|3|21|481|2026-01-08 15:21:01|
1669|5003141|510|90251901|378|3|21|119|2026-01-07 13:43:01|
1669|5003141|510|39269020|10|3|21|142|2026-01-07 13:43:01|
3949|5060536|070|850590|27|3|21|384106|2026-01-06 11:37:02|
1669|5022896|430|84159002|38|3|21|165|2026-01-08 18:10:01|
1669|5023619|430|87084007|602|3|21|256|2026-01-08 15:21:01|
3147|6001325|470|73269099|12|6|0|16|2026-01-21 17:57:01|
1680|6005532|230|90318099|260|3|0|6309|2026-01-07 17:51:01|
1669|5023619|430|84133099|204|3|21|5442|2026-01-08 15:21:01|
1680|5005525|230|851821|65|6|6|52947|2026-01-08 13:06:00|
1669|5022897|430|39269099|11|3|21|19|2026-01-08 11:20:00|
3949|6000020|670|72044101|1|6|0|722028|2026-01-26 13:42:00|
1669|5003141|510|87089412|347|3|21|721|2026-01-07 13:43:01|
1680|5005525|230|490890|18|6|6|3834|2026-01-08 13:06:00|
3147|5023951|650|39269099|35|3|21|188|2026-01-08 10:28:01|
1669|5023619|430|87088011|680|6|6|103|2026-01-08 15:21:01|
1680|5005476|230|850440|54|6|6|2239657|2026-01-05 19:05:01|
1669|5003141|510|40103101|30|3|21|234|2026-01-07 13:43:01|
1669|5003141|510|40169304|37|3|21|137|2026-01-07 13:43:01|
1669|5000228|810|870899|8|3|21|194899|2026-01-08 15:41:00|
1680|6005532|230|39263002|15|3|0|17927|2026-01-07 17:51:01|
1680|5005525|230|841480|46|6|6|166658|2026-01-08 13:06:00|
3949|6900421|160|72091701|1|3|0|415388|2026-01-23 12:03:01|
1669|5003141|510|87089999|373|3|21|21|2026-01-07 13:43:01|
1680|5005478|230|39231003|3|6|6|52|2026-01-07 12:19:01|
3147|5023950|650|73181599|13|3|21|391|2026-01-07 08:40:01|
1669|5003141|510|87089999|357|3|21|144|2026-01-07 13:43:01|
3949|6900421|160|72104999|3|6|0|2365713|2026-01-23 12:03:01|
3949|6000101|670|72042999|1|3|0|14276|2026-01-08 23:01:01|
1680|5005525|230|39231003|6|6|6|1453|2026-01-08 13:06:00|
3147|5023951|650|73181599|43|6|6|41|2026-01-08 10:28:01|
3949|5000176|670|84839003|2|3|21|520243|2026-01-08 13:44:01|
1680|5005476|230|940199|94|3|21|116387|2026-01-05 19:05:01|
1669|5003141|510|87088010|338|3|21|2666|2026-01-07 13:43:01|
1669|5022896|430|73202005|29|3|21|247|2026-01-08 18:10:01|
1669|5023619|430|84213199|238|3|21|3527|2026-01-08 15:21:01|
1669|5022897|430|87085099|217|3|21|99|2026-01-08 11:20:00|
1669|5022897|430|87082901|135|3|21|199|2026-01-08 11:20:00|
3147|5005609|850|73181599|14|6|6|163|2026-01-20 14:43:15|
1669|5003141|510|87089999|361|3|21|59|2026-01-07 13:43:01|
1669|5003141|510|70071199|50|6|6|3408|2026-01-07 13:43:01|
3147|5000149|470|870829|3|6|6|205|2026-01-08 20:21:01|
1669|5003141|510|87082999|253|3|21|460|2026-01-07 13:43:01|
1680|6024627|240|27101902|1|3|0|129221|2026-01-22 16:26:04|
1669|5023619|430|87082999|503|3|21|90|2026-01-08 15:21:01|
1680|6005540|230|73182999|6|3|13|17|2026-01-07 18:34:00|
1669|5023619|430|87081099|416|6|6|795|2026-01-08 15:21:01|
1669|5022897|430|87088010|227|3|21|151|2026-01-08 11:20:00|
1669|5023619|430|87082999|464|3|21|83|2026-01-08 15:21:01|
1680|5005476|230|870880|86|3|21|1959015|2026-01-05 19:05:01|
1669|5022896|430|40093205|15|3|21|74|2026-01-08 18:10:01|
3949|5060538|071|848330|23|6|6|21775|2026-01-06 14:21:01|
1669|5023619|430|84145999|217|3|21|3008|2026-01-08 15:21:01|
1669|5003141|510|87089999|367|3|21|750|2026-01-07 13:43:01|
1680|6011260|240|87043299|3|3|0|402268|2026-01-22 18:35:09|
1669|5003141|510|87082907|237|3|21|2911|2026-01-07 13:43:01|
1669|5003141|510|87082999|260|6|6|12|2026-01-07 13:43:01|
1669|5003141|510|70071199|49|3|21|92|2026-01-07 13:43:01|
1669|5022897|430|84099999|55|6|6|43|2026-01-08 11:20:00|
3147|5005609|850|87087099|102|3|21|436|2026-01-20 14:43:15|
1669|5022897|430|39263002|4|6|6|30|2026-01-08 11:20:00|
3147|5023951|650|84152001|25|3|21|95|2026-01-08 10:28:01|
3147|5023951|650|73269099|39|6|6|6|2026-01-08 10:28:01|
1680|6005532|230|73181599|60|6|0|267|2026-01-07 17:51:01|
1669|5003141|510|87084003|314|3|21|4933|2026-01-07 13:43:01|
1669|5003141|510|70072199|52|3|21|20262|2026-01-07 13:43:01|
1669|5003141|510|87082999|286|3|21|303|2026-01-07 13:43:01|
1680|5005476|230|731829|32|6|6|49872|2026-01-05 19:05:01|
3147|5023951|650|94019999|89|3|21|299|2026-01-08 10:28:01|
1669|5022897|430|85122099|91|3|21|160|2026-01-08 11:20:00|
3147|6001325|470|39269099|8|3|0|13|2026-01-21 17:57:01|
1669|5022897|430|39263002|7|3|21|59|2026-01-08 11:20:00|
1669|5023619|430|87082999|465|3|21|1294|2026-01-08 15:21:01|
1680|5005525|230|870829|81|6|6|2276813|2026-01-08 13:06:00|
1680|6005532|230|87082999|218|3|0|334|2026-01-07 17:51:01|
1680|6000840|800|85176217|6|3|0|1765|2026-01-23 14:22:02|
1680|5005525|230|731210|22|6|6|77143|2026-01-08 13:06:00|
3569|5027507|232|76069299|6|6|6|27621|2026-01-08 09:45:01|
3147|5023953|650|40093205|2|3|21|37|2026-01-08 16:14:00|
1669|5023619|430|40169304|64|3|21|101|2026-01-08 15:21:01|
3949|5004822|160|840999|2|3|21|24058|2026-01-08 18:28:07|
1669|5003141|510|87089999|362|3|21|877|2026-01-07 13:43:01|
1669|5023619|430|87082999|520|6|6|2209|2026-01-08 15:21:01|
3949|5104832|071|87089999|19|3|21|192|2026-01-06 14:31:01|
3949|5104860|071|85369099|50|3|21|779|2026-01-08 15:41:00|
1680|5000086|270|392690|5|6|6|82242|2026-01-06 18:36:01|
3147|5005608|850|39263002|4|3|21|104|2026-01-20 14:03:06|
1680|5070752|240|401699|2|3|21|5949|2026-01-07 16:34:06|
1680|6005532|230|73181606|64|3|0|1122|2026-01-07 17:51:01|
1680|5005478|230|870829|40|6|6|31279|2026-01-07 12:19:01|
1680|5070748|240|392630|2|6|6|64302|2026-01-07 15:02:01|
3147|6000328|850|90328999|4|6|6|7031|2026-01-21 12:46:09|
1680|5070752|240|830230|8|3|21|26779|2026-01-07 16:34:06|
3147|5023951|650|87081099|65|6|6|118|2026-01-08 10:28:01|
3949|5004809|160|392350|1|6|6|20553|2026-01-08 12:55:04|
3147|5005617|850|85122002|15|3|21|8900|2026-01-08 16:53:05|
1669|5023619|430|87083099|565|3|21|484|2026-01-08 15:21:01|
1669|5023619|430|87083011|558|6|6|51|2026-01-08 15:21:01|
3147|5023951|650|85044099|15|3|21|3223|2026-01-08 10:28:01|
3949|5060538|071|870899|32|3|21|324689|2026-01-06 14:21:01|
1669|5022897|430|87082999|199|3|21|12|2026-01-08 11:20:00|
1669|5023619|430|87083099|568|3|21|170|2026-01-08 15:21:01|
3147|5005609|850|85182102|46|6|6|223|2026-01-20 14:43:15|
1669|5023619|430|87085099|631|3|21|365|2026-01-08 15:21:01|
1669|5003141|510|73181599|65|3|21|639|2026-01-07 13:43:01|
1669|5003141|510|39263002|8|6|6|206|2026-01-07 13:43:01|
1669|5023619|430|73181599|101|6|6|19|2026-01-08 15:21:01|
1869|6000036|180|72104999|4|3|21|220203|2026-01-21 16:06:00|
1680|5005525|230|870830|82|6|6|35646|2026-01-08 13:06:00|
3949|5104849|071|85015199|15|3|21|2224|2026-01-08 09:19:03|
1669|5022895|430|87082999|74|3|21|583|2026-01-07 10:06:00|
1680|5005525|230|731822|29|3|21|8895|2026-01-08 13:06:00|
1669|5023619|430|87082904|448|3|21|115|2026-01-08 15:21:01|
1669|5023619|430|87084007|581|3|21|66|2026-01-08 15:21:01|
3949|5060536|070|870891|30|3|21|635534|2026-01-06 11:37:02|
1669|5022895|430|87082919|94|3|21|760|2026-01-07 10:06:00|
3949|5060544|071|731814|7|6|6|6689|2026-01-08 19:55:03|
3949|5104833|071|84212199|10|6|6|396|2026-01-08 18:36:00|
1680|6024635|240|27101902|3|6|0|3792|2026-01-26 13:49:06|
1669|5023619|430|83023091|165|3|21|2694|2026-01-08 15:21:01|
1669|5003141|510|73269099|81|6|6|112|2026-01-07 13:43:01|
3147|5005618|850|90319099|3|3|21|489|2026-01-08 16:58:05|
1669|5023619|430|85366104|353|3|21|18|2026-01-08 15:21:01|
3147|5005608|850|87083011|58|6|6|84|2026-01-20 14:03:06|
3147|5023953|650|85269299|5|3|21|4228|2026-01-08 16:14:00|
1669|5022897|430|87089203|231|3|21|322|2026-01-08 11:20:00|
1680|5005525|230|870880|87|3|21|148926|2026-01-08 13:06:00|
1680|6005533|230|73181599|6|3|0|0|2026-01-07 17:26:00|
3949|5060545|071|870850|2|6|6|2140954|2026-01-08 19:55:01|
1669|5023619|430|87089305|703|3|21|2569|2026-01-08 15:21:01|
1669|5023619|430|87089999|755|3|21|22|2026-01-08 15:21:01|
3949|5060535|070|830230|22|6|6|99999|2026-01-05 17:11:05|
3949|5104860|071|73182403|14|6|6|21024|2026-01-08 15:41:00|
1669|5022896|430|87082901|75|3|21|420|2026-01-08 18:10:01|
3147|5005611|850|85261099|43|3|21|289|2026-01-27 23:24:03|
1669|5023619|430|87081099|397|6|6|35|2026-01-08 15:21:01|
1669|5003141|510|39263002|1|6|6|9|2026-01-07 13:43:01|
1680|6005532|230|85044017|116|3|0|1322|2026-01-07 17:51:01|
1669|5023619|430|87081099|405|6|6|867|2026-01-08 15:21:01|
3147|5038781|470|87089412|21|3|21|275|2026-01-29 22:00:01|
1669|5023619|430|87082999|467|3|21|178|2026-01-08 15:21:01|
1680|5070743|240|841360|4|3|21|80928|2026-01-07 16:56:08|
1669|5023619|430|84825091|274|3|21|245|2026-01-08 15:21:01|
1680|6005533|230|34039999|1|3|0|2|2026-01-07 17:26:00|
1669|5023619|430|87081099|420|3|21|120|2026-01-08 15:21:01|
3949|5060536|070|732690|10|6|6|7959|2026-01-06 11:37:02|
1669|5023619|430|87089199|685|3|21|1677|2026-01-08 15:21:01|
3949|5060538|071|840999|12|3|21|1533633|2026-01-06 14:21:01|
1669|5022897|430|87081099|123|3|21|3|2026-01-08 11:20:00|
1680|5005525|230|851220|62|6|6|97146|2026-01-08 13:06:00|
3147|5038781|470|87082999|14|3|21|516|2026-01-29 22:00:01|
1669|5023619|430|40093205|53|3|21|565|2026-01-08 15:21:01|
1669|5003141|510|87081099|219|6|6|11287|2026-01-07 13:43:01|
1669|5003141|510|73181599|61|6|6|56|2026-01-07 13:43:01|
1669|5023619|430|40169304|69|3|21|1035|2026-01-08 15:21:01|
3147|5005611|850|73181599|15|6|6|25|2026-01-27 23:24:03|
1669|5003141|510|87082201|225|3|21|85|2026-01-07 13:43:01|
1669|5023619|430|39263002|9|6|6|8|2026-01-08 15:21:01|
1680|5005478|230|39231003|4|3|21|320|2026-01-07 12:19:01|
3949|5104849|071|85371004|37|3|21|74|2026-01-08 09:19:03|
3949|5060543|071|830120|7|6|6|139192|2026-01-08 19:55:02|
1669|5000223|810|841391|4|3|21|63623|2026-01-08 15:11:01|
3949|5060536|070|842139|17|6|6|164864|2026-01-06 11:37:02|
1680|6005532|230|39269099|31|3|0|126|2026-01-07 17:51:01|
3569|5000186|120|870829|6|3|21|3518|2026-01-05 09:31:02|
3147|5023951|650|87082999|103|3|21|356|2026-01-08 10:28:01|
3147|5038781|470|87081099|31|3|21|58|2026-01-29 22:00:01|
1669|5023619|430|87082999|501|3|21|95|2026-01-08 15:21:01|
3949|5060537|071|731815|1|6|6|223363|2026-01-05 17:11:05|
1680|5005476|230|321410|3|3|21|320778|2026-01-05 19:05:01|
3569|5000186|120|870829|6|6|6|1984|2026-01-05 09:31:02|
3147|5005611|850|87082999|79|3|21|79|2026-01-27 23:24:03|
1680|5005525|230|830820|42|6|6|11265|2026-01-08 13:06:00|
3949|5060544|071|852491|15|6|6|1661087|2026-01-08 19:55:03|
3949|5004822|160|870899|5|3|21|1296892829|2026-01-08 18:28:07|
1669|5022895|430|49089099|80|3|21|283|2026-01-07 10:06:00|
3949|5060536|070|848360|24|3|21|215738|2026-01-06 11:37:02|
3949|5060536|070|902610|32|6|6|86433|2026-01-06 11:37:02|
1680|5005478|230|73269099|21|3|21|42|2026-01-07 12:19:01|
1680|5092157|240|94012001|14|3|21|4405|2026-01-08 18:50:02|
1669|5023619|430|87084007|598|3|21|1552|2026-01-08 15:21:01|
3147|5023951|650|73269099|71|3|21|8|2026-01-08 10:28:01|
1680|5000866|240|87085099|587|6|6|89|2026-01-27 17:59:02|
1669|5023619|430|87082999|509|3|21|533|2026-01-08 15:21:01|
1680|5005476|230|401693|15|3|21|52028|2026-01-05 19:05:01|
1669|5003141|510|87088010|338|6|6|787|2026-01-07 13:43:01|
1669|5023619|430|87087006|639|3|21|12|2026-01-08 15:21:01|
3147|5038653|470|87082999|200|3|21|366|2026-01-29 22:06:01|
1669|5023619|430|87089412|710|3|21|214|2026-01-08 15:21:01|
1680|5070753|240|850440|2|6|6|2407609|2026-01-07 16:56:06|
1680|6005533|230|85059091|42|3|0|320|2026-01-07 17:26:00|
3949|5060535|070|870899|55|3|21|371209|2026-01-05 17:11:05|
1669|5023619|430|85122099|326|6|6|78|2026-01-08 15:21:01|
3949|5060536|070|732690|9|3|21|98790|2026-01-06 11:37:02|
1680|5000086|270|870840|25|3|21|123424|2026-01-06 18:36:01|
3147|5023951|650|87082999|102|3|21|356|2026-01-08 10:28:01|
3575|5000112|110|870899|1|3|21|2024701|2026-01-02 18:15:01|
1680|5005525|230|731815|26|6|6|12396|2026-01-08 13:06:00|
3147|5038653|470|87087099|113|3|21|440|2026-01-29 22:06:01|
1669|5023619|430|87082999|529|6|6|406|2026-01-08 15:21:01|
1669|5023619|430|87084099|611|6|6|23|2026-01-08 15:21:01|
1669|5003141|510|87082904|235|3|21|65|2026-01-07 13:43:01|
1669|5023619|430|87088005|651|3|21|1276|2026-01-08 15:21:01|
1680|5000827|240|85322999|259|3|21|46|2026-01-27 11:36:02|
1669|5023619|430|84099999|192|6|6|90|2026-01-08 15:21:01|
1669|5023619|430|84099999|197|6|6|409|2026-01-08 15:21:01|
1680|6005532|230|84254999|108|3|0|6635|2026-01-07 17:51:01|
1680|5000866|240|70091099|103|3|21|14000|2026-01-27 17:59:02|
1669|5023619|430|87082999|542|3|21|31|2026-01-08 15:21:01|
3949|5060536|070|848330|21|3|21|44721|2026-01-06 11:37:02|
1680|5000866|240|84099105|187|6|6|689|2026-01-27 17:59:02|
3949|5104838|071|84814099|18|3|21|1902|2026-01-08 19:18:01|
3949|5060535|070|870899|54|6|6|2093026|2026-01-05 17:11:05|
1680|6005539|230|84831008|40|3|13|356|2026-01-07 18:47:00|
1680|6011279|240|87043199|1|3|0|200938|2026-01-30 18:41:07|
1669|5023619|430|87088007|671|6|6|446|2026-01-08 15:21:01|
3949|5104862|071|40091102|1|3|21|613|2026-01-08 15:39:05|
1680|5005476|230|853890|72|6|6|3349|2026-01-05 19:05:01|
1669|5023619|430|87089999|743|3|21|326|2026-01-08 15:21:01|
3147|5005611|850|85443099|63|6|6|1433|2026-01-27 23:24:03|
1669|5023619|430|84139113|212|3|21|147|2026-01-08 15:21:01|
1669|5022895|430|87082999|23|3|21|2|2026-01-07 10:06:00|
1669|5023619|430|85392999|365|3|21|65|2026-01-08 15:21:01|
1680|5000866|240|73269099|151|6|6|185|2026-01-27 17:59:02|
1669|5023619|430|87082999|546|3|21|112|2026-01-08 15:21:01|
3949|5060536|070|840991|14|3|21|6179|2026-01-06 11:37:02|
1680|5000866|240|84136099|235|3|21|1949|2026-01-27 17:59:02|
1669|5003141|510|87089999|359|3|21|534|2026-01-07 13:43:01|
1669|5023619|430|84213201|241|3|21|1623|2026-01-08 15:21:01|
3949|5004816|160|830230|1|3|21|253977|2026-01-08 12:24:01|
3147|5005611|850|87082201|69|6|6|785|2026-01-27 23:24:03|
1669|5023619|430|87089999|763|3|21|146|2026-01-08 15:21:01|
3949|5104849|071|85365099|27|3|21|208|2026-01-08 09:19:03|
