Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1680|6005538|230|39269099|10|3|0|920|2026-01-08 20:51:01|
1680|5005525|230|870822|79|3|21|252977|2026-01-08 13:06:00|
1680|6002451|800|76069299|1|3|0|1412188|2026-01-14 13:23:01|
3949|5104833|071|73121099|15|3|21|402|2026-01-08 18:36:00|
1669|5022897|430|87082999|197|3|21|10|2026-01-08 11:20:00|
1669|5023619|430|87082999|475|3|21|479|2026-01-08 15:21:01|
1669|5003141|510|40169304|42|3|21|7|2026-01-07 13:43:01|
3147|6001369|470|85044099|1|6|0|600|2026-01-23 12:03:01|
1680|6011257|240|87045199|1|3|0|865515|2026-01-21 18:27:08|
1733|5000320|640|854430|1|3|21|200785|2026-01-08 14:31:02|
3569|5025866|232|854430|34|3|21|63|2026-01-05 14:40:01|
1669|5023619|430|84821099|267|3|21|915|2026-01-08 15:21:01|
3949|5104833|071|84818099|27|3|21|8664|2026-01-08 18:36:00|
3376|6001547|240|73269099|20|6|6|6|2026-01-16 10:05:08|
3569|5000186|120|731816|16|6|6|2970|2026-01-05 09:31:02|
1680|6005532|230|39269020|24|3|0|9|2026-01-07 17:51:01|
1680|5036307|240|72082701|1|3|21|86326|2026-01-08 13:43:02|
1680|5005525|230|853669|71|3|21|153065|2026-01-08 13:06:00|
1869|6000036|180|72104999|2|3|21|366276|2026-01-21 16:06:00|
1680|5005525|230|870830|83|3|21|307952|2026-01-08 13:06:00|
3147|5023951|650|90319099|41|3|21|73|2026-01-08 10:28:01|
3147|5023951|650|87082999|100|6|6|38|2026-01-08 10:28:01|
1669|5022897|430|83021002|41|3|21|6|2026-01-08 11:20:00|
3147|6000328|850|90292006|2|3|21|1310|2026-01-21 12:46:09|
1680|6000840|800|73261999|2|3|0|734|2026-01-23 14:22:02|
3147|5023953|650|85269299|5|6|6|2385|2026-01-08 16:14:00|
1680|5070753|240|39231003|1|3|21|4|2026-01-07 16:56:06|
1669|5022896|430|87082999|94|6|6|93|2026-01-08 18:10:01|
3147|5023952|650|84821099|5|3|21|5848|2026-01-08 14:52:01|
1680|6024622|240|27101902|1|3|0|81657|2026-01-19 13:37:03|
1680|5005525|230|850153|55|3|21|21699867|2026-01-08 13:06:00|
1669|5022895|430|87082999|24|6|6|1|2026-01-07 10:06:00|
1669|5003141|510|39263002|4|3|21|1|2026-01-07 13:43:01|
1680|5005525|230|841590|47|3|21|12564|2026-01-08 13:06:00|
3147|5005608|850|39269099|8|3|21|59|2026-01-20 14:03:06|
3949|5104860|071|85444299|53|3|21|3619|2026-01-08 15:41:00|
1669|5022896|430|87085099|106|3|21|11|2026-01-08 18:10:01|
1680|5036307|240|72082701|1|6|6|107222|2026-01-08 13:43:02|
3949|5104860|071|90314999|59|3|21|2358|2026-01-08 15:41:00|
1680|6011270|240|87043299|3|3|0|399651|2026-01-23 18:46:04|
3949|6000016|670|40169304|1|3|0|50|2026-01-22 11:38:01|
1680|6005533|230|84099199|21|3|0|134|2026-01-07 17:26:00|
1680|5005525|230|848410|54|3|21|6331|2026-01-08 13:06:00|
1680|6005533|230|84099199|14|3|0|416|2026-01-07 17:26:00|
1669|5023619|430|84145999|220|3|21|1302|2026-01-08 15:21:01|
3376|6001547|240|73269099|12|3|21|6|2026-01-16 10:05:08|
1680|5050307|800|39231003|1|3|21|4|2026-01-07 14:57:02|
1680|6005533|230|84833004|37|3|0|210|2026-01-07 17:26:00|
1669|5023619|430|84213199|237|6|6|19|2026-01-08 15:21:01|
1669|5022895|430|87082999|89|3|21|644|2026-01-07 10:06:00|
3147|5005608|850|87083099|61|3|21|287|2026-01-20 14:03:06|
1680|5005476|230|731815|25|3|21|15356|2026-01-05 19:05:01|
1669|5022896|430|87088007|114|6|6|334|2026-01-08 18:10:01|
3147|5023950|650|85443099|26|3|21|2315|2026-01-07 08:40:01|
1669|5023619|430|87082999|490|3|21|344|2026-01-08 15:21:01|
1680|6002495|800|84811001|5|3|0|19657|2026-01-23 15:46:03|
3147|5005608|850|87085099|64|3|21|368|2026-01-20 14:03:06|
1669|5023619|430|83012002|152|6|6|476|2026-01-08 15:21:01|
1680|5070745|240|854430|1|6|6|75351|2026-01-07 16:46:03|
3949|5104860|071|85176217|42|3|21|4921|2026-01-08 15:41:00|
1669|5023619|430|87084099|613|3|21|456|2026-01-08 15:21:01|
3147|6001012|650|84822099|227|3|0|76|2026-01-16 12:14:01|
1669|5000222|810|731815|8|3|21|5102|2026-01-08 15:44:00|
3949|5104860|071|90241001|57|3|21|8875|2026-01-08 15:41:00|
1669|5023619|430|84099199|185|3|21|45|2026-01-08 15:21:01|
3569|5027507|232|76069299|3|3|21|313714|2026-01-08 09:45:01|
1680|5083929|240|39239099|9|3|21|3222|2026-01-19 09:16:02|
1669|5023619|430|87085099|631|6|6|108|2026-01-08 15:21:01|
3569|5000186|120|731815|13|6|6|39834|2026-01-05 09:31:02|
1669|5003141|510|84212301|126|3|21|25|2026-01-07 13:43:01|
1680|5005476|230|391910|5|3|21|64765|2026-01-05 19:05:01|
3147|6001325|470|87087006|1|3|0|299|2026-01-21 17:57:01|
3147|6001325|470|87087006|5|6|0|10|2026-01-21 17:57:01|
1680|5070750|240|830120|6|3|21|15746|2026-01-07 16:45:04|
1680|5005525|230|321410|2|3|21|59709|2026-01-08 13:06:00|
1669|5023619|430|87085099|624|3|21|245|2026-01-08 15:21:01|
1669|5022896|430|87082902|78|3|21|2988|2026-01-08 18:10:01|
1869|6000036|180|72255091|7|6|6|824873|2026-01-21 16:06:00|
1669|5000222|810|853650|16|3|21|117493|2026-01-08 15:44:00|
1680|5070744|240|848180|5|6|6|464125|2026-01-07 15:04:04|
3949|5004809|160|731816|5|6|6|59266|2026-01-08 12:55:04|
3949|5104833|071|39199099|32|6|6|40719|2026-01-08 18:36:00|
1669|6001580|810|73262006|1|3|0|503690|2026-01-17 10:35:02|
1669|5022896|430|87082999|98|6|6|3345|2026-01-08 18:10:01|
3147|5005657|850|87087006|2|3|21|17|2026-01-08 21:10:03|
1680|6005532|230|73181599|62|3|0|1404|2026-01-07 17:51:01|
3949|5060535|070|39231003|4|6|6|9|2026-01-05 17:11:05|
3147|6000328|850|90328999|14|6|6|23|2026-01-21 12:46:09|
3147|6000328|850|90328999|6|6|6|7357|2026-01-21 12:46:09|
1669|5003141|510|87081099|221|6|6|576|2026-01-07 13:43:01|
1680|5000086|270|731815|7|3|21|62545|2026-01-06 18:36:01|
1669|5022897|430|85443099|107|6|6|417|2026-01-08 11:20:00|
3949|5104866|071|73269099|1|3|21|8|2026-01-06 15:39:04|
3147|5005608|850|73181599|17|6|6|36|2026-01-20 14:03:06|
1669|5000222|810|940199|28|3|21|8822|2026-01-08 15:44:00|
1680|6005532|230|73182999|77|3|0|1147|2026-01-07 17:51:01|
1680|6005532|230|85182102|133|3|0|7661|2026-01-07 17:51:01|
3147|5023951|650|90319099|42|3|21|7|2026-01-08 10:28:01|
1680|6001004|230|72104999|1|3|0|1415775|2026-01-19 11:13:01|
1680|5005476|230|853669|69|6|6|20363|2026-01-05 19:05:01|
1669|5022897|430|87082907|143|3|21|574|2026-01-08 11:20:00|
1669|5003141|510|73181599|60|3|21|34|2026-01-07 13:43:01|
1669|5023619|430|84879099|298|6|6|33|2026-01-08 15:21:01|
1680|6011257|240|87045199|2|3|0|324930|2026-01-21 18:27:08|
1680|6024637|240|27101902|1|6|0|32276|2026-01-26 18:30:02|
1669|5022897|430|87081099|129|6|6|380|2026-01-08 11:20:00|
1669|5022896|430|85443099|62|3|21|1558|2026-01-08 18:10:01|
1669|5022897|430|85371099|101|3|21|458|2026-01-08 11:20:00|
3949|5060552|071|870891|10|6|6|23844|2026-01-05 14:30:05|
3147|5005609|850|87084003|97|3|21|95900|2026-01-20 14:43:15|
1669|5003141|510|85365099|187|3|21|177|2026-01-07 13:43:01|
1669|5023619|430|85118099|313|6|6|1400|2026-01-08 15:21:01|
3949|5060544|071|392630|2|6|6|167|2026-01-08 19:55:03|
1669|5003141|510|84818022|135|3|21|545|2026-01-07 13:43:01|
3147|6001206|470|85371004|8|6|6|722|2026-01-20 16:41:02|
1680|5005476|230|392690|13|3|21|2739|2026-01-05 19:05:01|
1669|5022897|430|85122002|85|3|21|4910|2026-01-08 11:20:00|
3147|5023951|650|40161001|1|3|21|29|2026-01-08 10:28:01|
1669|5023619|430|87089999|744|3|21|1083|2026-01-08 15:21:01|
3949|6000015|670|76020002|3|3|0|87155|2026-01-22 11:37:01|
3147|5005609|850|87082907|76|3|21|345|2026-01-20 14:43:15|
1680|5092146|240|72259201|3|3|21|1837407|2026-01-07 11:28:01|
1680|6005532|230|39269020|23|3|0|317|2026-01-07 17:51:01|
1669|5000222|810|830230|12|6|6|70176|2026-01-08 15:44:00|
1680|5005476|230|731816|29|6|6|89087|2026-01-05 19:05:01|
3147|6001012|650|85437099|485|3|0|791|2026-01-16 12:14:01|
1669|5003141|510|84099199|107|3|21|115|2026-01-07 13:43:01|
1669|5023619|430|83023091|169|6|6|35|2026-01-08 15:21:01|
1669|5023619|430|87084099|609|3|21|387|2026-01-08 15:21:01|
1669|5003141|510|83023091|99|3|21|266|2026-01-07 13:43:01|
3949|6000017|670|39269099|1|6|0|8|2026-01-22 11:38:02|
1669|5023619|430|85013103|301|3|21|176|2026-01-08 15:21:01|
1669|5022897|430|87082999|163|6|6|72|2026-01-08 11:20:00|
1669|5023619|430|84099999|190|3|21|1285|2026-01-08 15:21:01|
1680|6005539|230|84099199|24|3|13|51|2026-01-07 18:47:00|
3129|6000603|240|39231003|2|3|21|39|2026-01-21 12:03:03|
3147|6001014|650|85437099|3|3|0|3387|2026-01-20 11:43:01|
1669|5000222|810|870880|23|6|6|72322|2026-01-08 15:44:00|
1680|5005525|230|854442|78|6|6|7781|2026-01-08 13:06:00|
1669|5022895|430|87088005|7|3|21|144|2026-01-07 10:06:00|
3949|5003051|672|840991|3|6|6|143569|2026-01-02 19:40:01|
3147|6001397|470|87088005|9|3|0|658|2026-01-23 18:30:02|
1680|6005538|230|73181599|23|3|0|986|2026-01-08 20:51:01|
1669|5022895|430|87088005|56|3|21|26656|2026-01-07 10:06:00|
1680|6005540|230|84839003|16|3|13|39|2026-01-07 18:34:00|
3949|5004809|160|870899|24|6|6|108684|2026-01-08 12:55:04|
3147|5005609|850|87082908|78|3|21|37|2026-01-20 14:43:15|
1669|5023619|430|83012002|150|6|6|79|2026-01-08 15:21:01|
3949|5060536|070|732690|9|6|6|55726|2026-01-06 11:37:02|
1680|6005532|230|85437099|174|3|0|25680|2026-01-07 17:51:01|
1669|5023619|430|85269299|342|3|21|323|2026-01-08 15:21:01|
3147|6000328|850|90328999|5|3|21|24907|2026-01-21 12:46:09|
3147|6001294|470|39269099|5|3|0|21|2026-01-22 12:41:01|
1669|5022897|430|87082999|182|6|6|54|2026-01-08 11:20:00|
1669|5023619|430|87082999|535|6|6|536|2026-01-08 15:21:01|
3949|5060544|071|902620|25|6|6|235701|2026-01-08 19:55:03|
3147|5023951|650|85365099|30|3|21|15|2026-01-08 10:28:01|
1869|6000035|180|72255091|3|3|21|74456|2026-01-21 16:02:00|
1669|5023619|430|87082999|540|3|21|100|2026-01-08 15:21:01|
3949|5104832|071|84082001|10|3|21|8000|2026-01-06 14:31:01|
1669|5023619|430|40103502|57|3|21|28651|2026-01-08 15:21:01|
1669|5023619|430|87083011|560|3|21|78|2026-01-08 15:21:01|
3147|5005609|850|83023091|23|6|6|207|2026-01-20 14:43:15|
1680|5005476|230|841459|45|6|6|1290561|2026-01-05 19:05:01|
1669|5000222|810|870880|23|3|21|128212|2026-01-08 15:44:00|
3569|5025866|232|853710|10|6|6|33785|2026-01-05 14:40:01|
1669|5022897|430|84159002|61|3|21|433|2026-01-08 11:20:00|
1869|6000036|180|72091701|1|3|21|425841|2026-01-21 16:06:00|
3147|6001325|470|39201005|10|6|0|1|2026-01-21 17:57:01|
1680|5005476|230|340290|4|6|6|8475|2026-01-05 19:05:01|
1669|5023619|430|87082999|547|6|6|196|2026-01-08 15:21:01|
3949|5060536|070|848330|21|6|6|25226|2026-01-06 11:37:02|
1669|5023619|430|87081099|427|6|6|14|2026-01-08 15:21:01|
1669|6900415|510|87043199|1|3|0|9961090|2026-01-21 13:38:01|
1669|5023619|430|87089999|734|3|21|784|2026-01-08 15:21:01|
1669|5023619|430|39263002|17|6|6|92|2026-01-08 15:21:01|
1680|6005532|230|85371004|157|3|0|211|2026-01-07 17:51:01|
1669|5023619|430|87089999|754|3|21|116|2026-01-08 15:21:01|
3147|5005609|850|87082201|63|3|21|475|2026-01-20 14:43:15|
1669|5007004|810|72255091|1|3|21|246820|2026-01-08 12:23:03|
1669|5000222|810|392630|3|3|21|41710|2026-01-08 15:44:00|
1680|5005499|230|731815|3|3|21|13991|2026-01-07 12:19:03|
1669|5003141|510|84145999|118|6|6|442|2026-01-07 13:43:01|
1680|6002466|800|76069299|1|3|0|1558976|2026-01-21 15:15:02|
3949|6000016|670|84213999|7|3|0|60|2026-01-22 11:38:01|
1669|5003141|510|85371099|193|3|21|388|2026-01-07 13:43:01|
3569|5027507|232|76069299|15|6|6|13810|2026-01-08 09:45:01|
1669|5022897|430|85114004|79|3|21|816|2026-01-08 11:20:00|
3949|5104860|071|84799018|28|3|21|1221|2026-01-08 15:41:00|
3147|5005609|850|87088005|110|3|21|1924|2026-01-20 14:43:15|
1669|5023619|430|94019999|806|3|21|88|2026-01-08 15:21:01|
1680|5070752|240|842490|9|3|21|171220|2026-01-07 16:34:06|
1669|5022895|430|85443099|88|3|21|717|2026-01-07 10:06:00|
3949|5104860|071|39269099|5|3|21|5301|2026-01-08 15:41:00|
3147|5005609|850|73181606|17|3|21|24|2026-01-20 14:43:15|
3949|5104860|071|85437099|52|3|21|10317|2026-01-08 15:41:00|
1669|5022897|430|87083010|203|6|6|98|2026-01-08 11:20:00|
1669|5003141|510|40169304|44|3|21|19|2026-01-07 13:43:01|
3569|5000186|120|392350|7|6|6|2393|2026-01-05 09:31:02|
3147|6001295|470|39199099|5|3|0|1813|2026-01-21 11:53:01|
3147|6001325|470|85369099|4|3|0|16|2026-01-21 17:57:01|
1680|5070752|240|731829|5|6|6|1240|2026-01-07 16:34:06|
1669|5003141|510|39263002|8|3|21|254|2026-01-07 13:43:01|
3147|5023951|650|85366999|45|3|21|35|2026-01-08 10:28:01|
1680|5070748|240|853650|9|6|6|19557|2026-01-07 15:02:01|
1680|6002495|800|85015102|8|3|0|25050|2026-01-23 15:46:03|
3949|5104860|071|90178003|56|3|21|1604|2026-01-08 15:41:00|
1680|6005532|230|85444299|181|3|0|2172|2026-01-07 17:51:01|
1680|5070752|240|854370|17|3|21|2762213|2026-01-07 16:34:06|
3949|5104860|071|84213999|24|3|21|316|2026-01-08 15:41:00|
3147|5005608|850|83023091|24|3|21|81|2026-01-20 14:03:06|
3949|5104860|071|84213999|24|6|6|93|2026-01-08 15:41:00|
3147|5023951|650|84159002|21|3|21|15|2026-01-08 10:28:01|
1680|5070755|240|39231003|1|6|6|11|2026-01-07 16:49:07|
1669|5022896|430|85443099|61|3|21|249|2026-01-08 18:10:01|
1680|6011271|240|87043199|1|3|0|300496|2026-01-23 18:46:04|
3147|5005609|850|73181606|16|6|6|11|2026-01-20 14:43:15|
3569|5000186|120|731815|19|6|6|10355|2026-01-05 09:31:02|
1669|5022896|430|87088005|112|3|21|404|2026-01-08 18:10:01|
1669|5022897|430|87085099|215|3|21|100|2026-01-08 11:20:00|
1680|5092157|240|85365099|3|3|21|15|2026-01-08 18:50:02|
3147|5005609|850|87081099|62|3|21|2086|2026-01-20 14:43:15|
1669|5023619|430|87089999|774|3|21|18|2026-01-08 15:21:01|
1680|5070748|240|870829|12|6|6|485195|2026-01-07 15:02:01|
3949|5060535|070|39231003|3|3|21|1751|2026-01-05 17:11:05|
1669|5022895|430|87088005|57|3|21|17104|2026-01-07 10:06:00|
3147|5005609|850|84145999|27|3|21|1661|2026-01-20 14:43:15|
1680|5070747|240|853710|2|3|21|65763|2026-01-07 14:59:03|
1669|5022897|430|87081099|111|3|21|747|2026-01-08 11:20:00|
3147|5023951|650|87082999|102|6|6|573|2026-01-08 10:28:01|
1680|6005531|230|90318099|53|3|0|1752|2026-01-07 17:51:01|
1680|6002473|800|76069299|2|3|0|1086887|2026-01-21 15:15:06|
3147|6001323|470|49019991|2|3|9|301|2026-01-21 18:03:01|
1680|6005531|230|73079999|5|3|0|57|2026-01-07 17:51:01|
1669|5003141|510|40093205|28|3|21|32|2026-01-07 13:43:01|
1680|5005476|230|731829|33|3|21|1993|2026-01-05 19:05:01|
3949|5004809|160|731815|4|6|6|229107|2026-01-08 12:55:04|
3147|6001294|470|85371099|1|3|0|304|2026-01-22 12:41:01|
3949|5060547|071|73269099|1|3|21|1133|2026-01-08 19:55:02|
3147|5038407|470|87083011|4|6|6|74|2026-01-08 15:18:01|
3949|5104862|071|82076006|6|6|6|32399|2026-01-08 15:39:05|
3949|5104860|071|90319099|61|3|21|9987|2026-01-08 15:41:00|
3147|6001294|470|85437099|7|3|0|4014|2026-01-22 12:41:01|
3949|5104833|071|82042099|37|3|21|1426|2026-01-08 18:36:00|
1669|5022897|430|87081099|127|3|21|74|2026-01-08 11:20:00|
1669|5022896|430|87082901|76|3|21|56|2026-01-08 18:10:01|
1669|5003141|510|85437099|202|3|21|9277|2026-01-07 13:43:01|
1680|6002488|800|84129001|1|3|0|4982|2026-01-21 15:34:01|
3147|5005608|850|40169304|12|3|21|49|2026-01-20 14:03:06|
1669|5023619|430|87082907|450|3|21|1176|2026-01-08 15:21:01|
3949|5104849|071|85389005|42|3|21|445|2026-01-08 09:19:03|
1680|6005539|230|73181401|6|3|13|129|2026-01-07 18:47:00|
1680|5005476|230|851610|61|6|6|5147|2026-01-05 19:05:01|
3147|5005609|850|85443099|57|3|21|102|2026-01-20 14:43:15|
3147|5023951|650|40169999|36|3|21|6|2026-01-08 10:28:01|
1669|5022895|430|87081099|29|3|21|792|2026-01-07 10:06:00|
1680|6005532|230|87082999|198|3|0|19690|2026-01-07 17:51:01|
3949|5004822|160|870829|4|3|21|31734|2026-01-08 18:28:07|
3147|6001014|650|40169304|62|6|0|501|2026-01-20 11:43:01|
1669|5022896|430|85444299|64|3|21|289|2026-01-08 18:10:01|
3949|5060536|070|392350|2|6|6|53452|2026-01-06 11:37:02|
1669|5023619|430|73181606|128|3|21|54|2026-01-08 15:21:01|
1669|5022896|430|87082999|96|6|6|88|2026-01-08 18:10:01|
1680|6002495|800|84123199|1|3|0|2523|2026-01-23 15:46:03|
3147|6001295|470|39199099|3|6|0|227|2026-01-21 11:53:01|
1680|5000086|270|73269099|14|6|6|27|2026-01-06 18:36:01|
1680|5070746|240|848390|2|6|6|581586|2026-01-07 16:46:04|
1680|5005478|230|902620|54|6|6|56857|2026-01-07 12:19:01|
1669|5022896|430|73181599|23|6|6|1852|2026-01-08 18:10:01|
3949|6000017|670|84099999|12|3|0|4727|2026-01-22 11:38:02|
1680|6005532|230|87088011|240|6|0|426|2026-01-07 17:51:01|
1680|6005532|230|87082919|197|3|0|35746|2026-01-07 17:51:01|
1669|5022895|430|87082919|41|3|21|949|2026-01-07 10:06:00|
3147|5023951|650|73181599|48|6|6|38|2026-01-08 10:28:01|
3147|5005609|850|90328999|130|6|6|467|2026-01-20 14:43:15|
1669|5023619|430|70091099|93|3|21|248|2026-01-08 15:21:01|
1680|5005478|230|851829|30|3|21|65226|2026-01-07 12:19:01|
1669|5022897|430|87089999|248|3|21|18|2026-01-08 11:20:00|
1669|5023619|430|85444299|390|3|21|59|2026-01-08 15:21:01|
1680|6011263|240|87029099|1|3|0|229072|2026-01-23 16:59:04|
1680|6000848|800|72253091|1|3|0|307982|2026-01-21 15:15:02|
1680|5005478|230|870850|45|3|21|1654315|2026-01-07 12:19:01|
1680|5070750|240|350691|2|6|6|3022|2026-01-07 16:45:04|
3569|5025866|232|854430|28|3|21|522|2026-01-05 14:40:01|
1669|5023619|430|39269020|21|3|21|672|2026-01-08 15:21:01|
3147|6001294|470|87089999|2|3|0|77|2026-01-22 12:41:01|
3147|5023951|650|87089999|104|3|21|733|2026-01-08 10:28:01|
1669|5022895|430|87082999|73|6|6|55|2026-01-07 10:06:00|
3949|5060535|070|853229|49|3|21|65071|2026-01-05 17:11:05|
1680|6005532|230|87089999|252|3|0|11|2026-01-07 17:51:01|
3949|6900421|160|72255091|5|6|0|2421626|2026-01-23 12:03:01|
3949|5060538|071|902519|35|3|21|2159|2026-01-06 14:21:01|
1680|5036307|240|72259999|2|3|21|279538|2026-01-08 13:43:02|
1669|5022897|430|87089999|242|3|21|64|2026-01-08 11:20:00|
1669|5023619|430|87082999|478|3|21|30|2026-01-08 15:21:01|
3949|6900421|160|72091701|1|6|0|669433|2026-01-23 12:03:01|
3147|5000149|470|391910|1|6|6|5822|2026-01-08 20:21:01|
1680|6005532|230|84835003|112|3|0|230|2026-01-07 17:51:01|
3949|6010001|670|87081099|13|6|0|391|2026-01-08 23:31:01|
3949|5060536|070|848410|26|6|6|215260|2026-01-06 11:37:02|
1669|5023619|430|84835003|282|3|21|7028|2026-01-08 15:21:01|
1680|6011262|240|87032399|1|3|0|169728|2026-01-22 18:35:11|
1669|5022895|430|87082999|73|3|21|34|2026-01-07 10:06:00|
1680|5005476|230|850440|54|3|21|3970463|2026-01-05 19:05:01|
1680|6005531|230|40093205|4|3|0|255|2026-01-07 17:51:01|
1669|5022895|430|87082999|37|6|6|105|2026-01-07 10:06:00|
3147|5005609|850|85013103|38|3|21|87|2026-01-20 14:43:15|
1669|5023619|430|84238203|246|6|6|56|2026-01-08 15:21:01|
1669|5022897|430|87082999|181|6|6|3294|2026-01-08 11:20:00|
1680|6005532|230|84073403|97|3|0|150638|2026-01-07 17:51:01|
1680|5005478|230|870880|48|3|21|1074257|2026-01-07 12:19:01|
3147|5023951|650|39199099|2|3|21|40|2026-01-08 10:28:01|
1669|5023619|430|90262099|792|3|21|2167|2026-01-08 15:21:01|
3949|5060536|070|840991|14|6|6|3486|2026-01-06 11:37:02|
1669|5000228|810|392350|1|3|21|114080|2026-01-08 15:41:00|
1680|5005478|230|870829|39|3|21|2860802|2026-01-07 12:19:01|
1669|5000222|810|851220|15|3|21|399102|2026-01-08 15:44:00|
1680|6011258|240|87043199|1|3|0|151485|2026-01-21 18:27:09|
1669|5022895|430|87081099|13|3|21|103|2026-01-07 10:06:00|
1680|6005532|230|39269099|33|3|0|954|2026-01-07 17:51:01|
1680|6005532|230|40169999|44|3|0|1436|2026-01-07 17:51:01|
1680|5005498|230|840991|2|6|6|117043|2026-01-07 12:19:02|
3147|5005609|850|94019999|135|3|21|443|2026-01-20 14:43:15|
1669|5023619|430|84099999|194|6|6|668|2026-01-08 15:21:01|
3949|6010001|670|70091099|3|6|0|253|2026-01-08 23:31:01|
1680|6005538|230|87089999|41|3|0|1519|2026-01-08 20:51:01|
1680|5092188|240|85444299|10|3|21|138|2026-01-08 11:24:02|
1669|5000222|810|630790|7|6|6|13129|2026-01-08 15:44:00|
1669|5022896|430|85443099|61|6|6|74|2026-01-08 18:10:01|
1680|6005533|230|84099199|18|3|0|1095|2026-01-07 17:26:00|
1669|5000226|810|870893|2|3|21|1276731|2026-01-08 15:17:01|
3147|5005618|850|90319099|5|3|21|560|2026-01-08 16:58:05|
1680|5005525|230|490890|18|3|21|6797|2026-01-08 13:06:00|
1680|6002495|800|84831008|7|3|0|1131|2026-01-23 15:46:03|
3949|5004809|160|731822|7|3|21|1377|2026-01-08 12:55:04|
3569|5027507|232|76069299|22|3|21|85899|2026-01-08 09:45:01|
3949|5060535|070|730799|10|6|6|22199|2026-01-05 17:11:05|
1669|5023619|430|84818099|264|6|6|701|2026-01-08 15:21:01|
1680|6002495|800|84811001|5|6|0|5810|2026-01-23 15:46:03|
1669|5022897|430|87082999|165|6|6|196|2026-01-08 11:20:00|
3569|5025866|232|854430|34|6|6|36|2026-01-05 14:40:01|
1680|5005525|230|401699|15|3|21|95856|2026-01-08 13:06:00|
1669|5023619|430|87081099|414|3|21|3911|2026-01-08 15:21:01|
3147|5023951|650|87089999|82|3|21|147|2026-01-08 10:28:01|
1669|5023619|430|87082999|503|6|6|146|2026-01-08 15:21:01|
1669|5022897|430|85371099|103|3|21|3144|2026-01-08 11:20:00|
1669|5023619|430|84212301|230|3|21|269|2026-01-08 15:21:01|
3569|5000186|120|731816|11|3|21|14466|2026-01-05 09:31:02|
1669|5023619|430|87089999|779|3|21|113|2026-01-08 15:21:01|
1869|6000035|180|72104999|2|3|21|15808347|2026-01-21 16:02:00|
1669|5022897|430|87089999|245|3|21|4|2026-01-08 11:20:00|
3949|5104846|071|40169901|1|3|21|1231|2026-01-08 15:47:01|
3569|5000186|120|392350|10|3|21|5862|2026-01-05 09:31:02|
1669|5000222|810|732690|11|6|6|290132|2026-01-08 15:44:00|
1680|6002495|800|84812099|6|3|0|1895|2026-01-23 15:46:03|
1669|5023619|430|87089412|714|3|21|56349|2026-01-08 15:21:01|
1680|5005478|230|870830|42|3|21|19773195|2026-01-07 12:19:01|
3949|5060535|070|848180|38|6|6|29746|2026-01-05 17:11:05|
3147|5023951|650|39263002|90|6|6|1422|2026-01-08 10:28:01|
3949|5104860|071|84799018|30|3|21|2284|2026-01-08 15:41:00|
1669|5000222|810|870880|22|6|6|303333|2026-01-08 15:44:00|
3949|5060544|071|392690|3|3|21|63289|2026-01-08 19:55:03|
1669|5023619|430|84212301|230|6|6|79|2026-01-08 15:21:01|
1680|5005478|230|841430|25|6|6|283072|2026-01-07 12:19:01|
3949|5104833|071|40169304|12|3|21|5580|2026-01-08 18:36:00|
3147|6001295|470|39199099|2|6|0|304|2026-01-21 11:53:01|
1669|5023619|430|87081003|393|6|6|163|2026-01-08 15:21:01|
1669|5023619|430|39269099|23|3|21|44|2026-01-08 15:21:01|
1680|5005476|230|853710|70|6|6|1566632|2026-01-05 19:05:01|
1669|5023619|430|87082904|445|3|21|1133|2026-01-08 15:21:01|
1869|6000036|180|72104999|3|3|21|4893293|2026-01-21 16:06:00|
1680|6005539|230|73182999|10|3|13|13|2026-01-07 18:47:00|
1680|5005478|230|870891|49|6|6|62054|2026-01-07 12:19:01|
1669|5023619|430|40169304|76|3|21|43|2026-01-08 15:21:01|
1669|5023619|430|87084099|616|3|21|57|2026-01-08 15:21:01|
3147|5023951|650|87081099|38|3|21|6|2026-01-08 10:28:01|
1669|5023619|430|87082999|467|6|6|287|2026-01-08 15:21:01|
3949|5060543|071|870850|16|3|21|2683795|2026-01-08 19:55:02|
1669|5000222|810|731829|9|3|21|52964|2026-01-08 15:44:00|
3569|5025866|232|853710|10|3|21|59895|2026-01-05 14:40:01|
1680|6005539|230|85365099|50|3|13|63|2026-01-07 18:47:00|
3129|6000613|240|39231003|2|6|6|116|2026-01-21 16:01:11|
1669|5022896|430|39199099|4|6|6|154|2026-01-08 18:10:01|
1669|5023619|430|70091099|91|3|21|215|2026-01-08 15:21:01|
1669|5023619|430|73181599|111|6|6|101|2026-01-08 15:21:01|
1669|5023619|430|73181599|109|3|21|296|2026-01-08 15:21:01|
3949|6032961|160|72104999|1|6|6|452366|2026-01-21 17:33:06|
3949|5104849|071|85444299|49|3|21|222|2026-01-08 09:19:03|
1669|5003141|510|87082923|247|3|21|437|2026-01-07 13:43:01|
1669|5022897|430|85365099|96|3|21|101|2026-01-08 11:20:00|
3949|5104849|071|85437099|48|3|21|5931|2026-01-08 09:19:03|
3147|5038407|470|87083011|5|3|21|262|2026-01-08 15:18:01|
1669|5023619|430|87088007|670|3|21|16274|2026-01-08 15:21:01|
1669|5023619|430|87081003|394|3|21|6037|2026-01-08 15:21:01|
