Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1680|5005482|230|2025-12-16|COVE257VK9ED6|FOB|USD|189299.12|189299.12|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-16|COVE257VK1VO6|FOB|USD|251839.89|251839.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-11-29|COVE257UOLM08|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-20|COVE257VUM8I6|FOB|USD|149888.83|149888.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-23|COVE257VX2KE7|FCA|USD|77545.03|77545.03|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5060521|070|2025-12-07|COVE257V39MU5|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
1680|5070742|240|2025-12-05|COVE257UZIG82|FOB|USD|411700.83|411700.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|5005482|230|2025-12-09|COVE257V6N7I7|FOB|USD|128453.60|128453.60|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060527|070|2025-12-12|COVE257VEOET1|FOB|USD|1.00|1.00|MEX| |38-3466469|BRUSS NORTH AMERICA INC|600 PROGRESS DRIVE||S/N|426424603|RUSSELL SPRINGS|2026-01-02 19:43:01|
1680|5005482|230|2025-12-11|COVE257VC0XM7|FOB|USD|131028.56|131028.56|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-02|COVE257US5W12|FOB|USD|200953.18|200953.18|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-22|COVE257VWUWW7|FCA|USD|286869.22|286869.22|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005478|230|2025-12-08|COVE257V4RSE3|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-03|COVE257UUS904|FOB|USD|135538.27|135538.27|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060546|071|2025-12-10|COVE257VAHQN4|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
3949|5060539|071|2025-12-09|COVE257V7DL16|FCA|USD|240634.67|240634.67|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:04|
3949|5060540|071|2025-12-19|COVE257VT9IJ2|FCA|USD|165298.41|165298.41|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:03|
1680|6002459|800||COVE246YFX6L2|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:03|
1680|5005525|230|2025-12-18|COVE257VRBNO1|FCA|USD|245541.96|245541.96|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-22|COVE257VVHKA2|FOB|USD|132025.21|132025.21|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-12-16|COVE257VKELE8|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005476|230|2025-11-28|COVE257UNTWQ8|FCA|USD|48807.82|48807.82|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060522|071|2025-12-10|COVE257V8VN61|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005482|230|2025-12-24|COVE257W0GS15|FOB|USD|153047.38|153047.38|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-11-28|COVE257UNKKJ2|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060521|070|2025-12-06|COVE257V2L7T6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
1680|5005482|230|2025-12-14|COVE257VGYT81|FOB|USD|150152.89|150152.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-04|COVE257UWZP53|FOB|USD|250943.03|250943.03|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-11-28|COVE257UNKKI3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-05|COVE257V024W4|FOB|USD|192826.41|192826.41|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005481|230|2025-12-06|COVE257V34J41|FOB|USD|1.00|1.00|MEX| |380549190|FORD T & C VAN DYKE|41111 VAN DYKE||S/N|483143674|STERLING HEIGHTS|2026-01-06 13:16:01|
1680|5005485|230|2025-12-08|COVE257V4CJ22|FOB|USD|1.00|1.00|MEX| |77-0597670|MAXION WHEELS|3610 WEST MAIN STREET||S/N|653012101|SEDALIA|2026-01-06 13:18:03|
1680|5005482|230|2025-12-26|COVE257W1PCV3|FOB|USD|130769.55|130769.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-18|COVE257VPT9R8|FOB|USD|191304.59|191304.59|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-19|COVE257VRL9D2|FCA|USD|26512.96|26512.96|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-16|COVE257VK9FZ8|FOB|USD|128355.13|128355.13|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005481|230|2025-12-17|COVE257VO66T7|FOB|USD|1.00|1.00|MEX| |39-168487100|CLARIOS GLOBAL LP|10300 INDUSTRIAL RD||S/N|435289791|HOLLAND|2026-01-06 13:16:01|
1680|5005476|230|2025-12-16|COVE257VLZ5E5|FCA|USD|39945.91|39945.91|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060523|071|2025-12-19|COVE257VU1SG5|FOB|USD|1.00|1.00|MEX| |380549190|FORD DETROIT PDC HIGH CUBE CENTER|25640 PENNSYLVANIA RD.||S/N|481749603|ROMULUS|2026-01-08 12:49:05|
3949|5060523|071|2025-12-02|COVE257UTV264|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005476|230|2025-12-03|COVE257UVPHY6|FCA|USD|108721.74|108721.74|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060522|071|2025-12-18|COVE257VQL1I7|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005482|230|2025-12-22|COVE257VVHKS5|FOB|USD|133676.48|133676.48|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-19|COVE257VTURD7|FCA|USD|356973.25|356973.25|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5004809|160|2025-12-02|COVE257URPZR1|FCA|USD|77848.00|77848.00|VNM| |3603745826|SUMMIT POLYMERS VIETNAM COMPANY LIM|ROAD NO. 06  NHON TRACH VI INDUS||S/N|810000|PHUOC AN COMMUNE|2026-01-08 12:55:04|
1680|5005481|230|2025-12-03|COVE257UW9UU1|FOB|USD|1.00|1.00|MEX| |38-2708017|HUTCHINSON ANTIVIBRATION SYSTEMS IN|460 FULLER NE||S/N|495031912|GRAND RAPIDS|2026-01-06 13:16:01|
3949|5060521|070|2025-12-15|COVE257VHP5J4|FOB|USD|1.00|1.00|MEX| |31-1232406|BORG WARNER AUTOMOTIVE INC|1350 FRANKLIN GROVE RD||S/N|610219148|DIXON|2026-01-07 14:11:01|
1680|5005481|230|2025-12-12|COVE257VG7ND2|FOB|USD|1.00|1.00|MEX| |380549190|FORD LIVONIA TRANSMISSION PLANT|36200 PLYMOUTH RD||S/N|481501442|LIVONIA|2026-01-06 13:16:01|
1680|5005482|230|2025-12-08|COVE257V3G4Z2|FOB|USD|191619.55|191619.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6002454|800||COVE246VU85O8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:02|
1680|5005525|230|2025-12-20|COVE257VUXXB4|FCA|USD|236534.98|236534.98|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-11|COVE257VC0W33|FOB|USD|131449.60|131449.60|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060546|071|2025-12-17|COVE257VOEEJ7|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005478|230|2025-12-22|COVE257VWI3V1|FCA|USD|237288.29|237288.29|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005478|230|2025-12-04|COVE257UXHOJ1|FCA|USD|165203.38|165203.38|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
3949|5060546|071|2025-12-22|COVE257VVWN36|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005478|230|2025-12-17|COVE257VO54Y8|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
3949|5060536|070|2025-12-11|COVE257VDM5K3|FCA|USD|90189.23|90189.23|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 11:37:02|
1680|5005483|230|2025-12-07|COVE257V35U16|FOB|USD|252628.68|252628.68|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004811|160|2025-11-29|COVE257UOKFK1|FCA|USD|124351.82|124351.82|KOR| |7758101311|ILJIN GLOBAL GMBH|16 BIO VALLEY 1 RO||S/N|27159|CHUNGCHEONGBUK DO|2026-01-08 14:47:02|
1680|6002454|800||COVE246TWYXC8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:02|
1680|5070748|240|2025-12-12|COVE257VF6Q77|FCA|USD|201841.78|201841.78|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 15:02:01|
3949|5060539|071|2025-12-15|COVE257VJ85R6|FCA|USD|127946.81|127946.81|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:04|
3949|5060523|071|2025-12-18|COVE257VPLOP7|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005483|230|2025-12-11|COVE257VBJOZ7|FOB|USD|220444.79|220444.79|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005483|230|2025-12-07|COVE257V35TY4|FOB|USD|247628.49|247628.49|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004812|160|2025-12-09|COVE257V7PL61|FCA|CNY|136138.87|963133.17|CHN| |91350900587527783|CONTEMPORARY AMPEREX TECHNOLOGY CO|NO. 1 INDUSTRY AVENUE||S/N|644005|YIBIN CITY SICHUAN PROVINCE|2026-01-08 16:50:09|
1680|5005483|230|2025-12-17|COVE257VMMPR8|FOB|USD|254734.38|254734.38|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5070742|240|2025-12-13|COVE257VGPWM1|FOB|USD|422283.45|422283.45|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|5005478|230|2025-12-05|COVE257V101P7|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-11|COVE257VC0WI6|FOB|USD|134391.67|134391.67|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-04|COVE257UXDX12|FOB|USD|149624.77|149624.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6002461|800||COVE2472Z00Q5|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:01|
1680|5005476|230|2025-11-29|COVE257UNYNB2|FCA|USD|244695.64|244695.64|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005483|230|2025-12-10|COVE257V8RCD6|FOB|USD|256576.02|256576.02|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004809|160|2025-12-08|COVE257V4WEJ8|FCA|EUR|46110.99|39744.00|DEU| |DE341447066|AUMOVIO GERMANY GMBH|ALFRED-TEVES STRASSE||11|38518|GIFHORN|2026-01-08 12:55:04|
1669|5000222|810|2025-12-10|COVE257V9G6N8|FCA|EUR|3188.01|2747.81|CZE| |CZ46965823|ITW PRONOVIA  S.R.O.|REPOV 184||S/N|293 01|MLADA BOLESLAV|2026-01-08 15:44:00|
1680|5005483|230|2025-12-23|COVE257VXG2P4|FOB|USD|212492.96|212492.96|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005481|230|2025-12-12|COVE257VG7NZ2|FOB|USD|1.00|1.00|MEX| |27-0937871|CONSTELLIUM AUTOMOTIVE USA LLC|6331 SCHOONER STREET||S/N|481115366|VAN BUREN TOWNSHIP|2026-01-06 13:16:01|
3949|5060546|071|2025-12-18|COVE257VQUHC3|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005483|230|2025-12-10|COVE257V8TSX8|FOB|USD|253681.53|253681.53|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-16|COVE257VK9F06|FOB|USD|189299.12|189299.12|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-22|COVE257VWUWV6|FCA|USD|244300.45|244300.45|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005483|230|2025-12-01|COVE257UP15C8|FOB|USD|229294.61|229294.61|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005478|230|2025-12-08|COVE257V54KN2|FCA|USD|165203.38|165203.38|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005478|230|2025-12-08|COVE257V4VNC6|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005483|230|2025-12-11|COVE257VBJO65|FOB|USD|217508.98|217508.98|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060538|071|2025-12-11|COVE257VDJV96|FCA|USD|544625.92|544625.92|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
1680|5005478|230|2025-12-04|COVE257UYEP94|FCA|USD|173793.67|173793.67|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-24|COVE257W0GRQ1|FOB|USD|146994.34|146994.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-03|COVE257UUCEC5|FOB|USD|253837.52|253837.52|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005525|230|2025-12-20|COVE257VUWPF2|FCA|USD|27772.88|27772.88|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005478|230|2025-12-01|COVE257UQXE68|FCA|CAD|37048.34|51649.72|CAN| |103558136RT0001|AUTONEUM CANADA  LTD|1295 CLARKE RD.||S/N|N5V 3B4|LONDON|2026-01-07 12:19:01|
1680|5005484|230|2025-12-05|COVE257UZMZX4|FOB|USD|256576.02|256576.02|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|5060521|070|2025-12-12|COVE257VES103|FOB|USD|1.00|1.00|MEX| |35-1971106|INDIANA AUTOMOTIVE FASTENERS|1300 WEST ANDERSON BOULEVARD||S/N|461407934|GREENFIELD|2026-01-07 14:11:01|
1680|5005482|230|2025-12-12|COVE257VEZRZ6|FOB|USD|131845.21|131845.21|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-11|COVE257VBJOU8|FOB|USD|219087.08|219087.08|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6002460|800||COVE246ZHB7J3|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:05|
1680|5005525|230|2025-12-17|COVE257VOQ2P8|FCA|CAD|132868.00|185233.51|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005483|230|2025-12-18|COVE257VPG0Z3|FOB|USD|212540.65|212540.65|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-23|COVE257VXXCL2|FOB|USD|190351.97|190351.97|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005478|230|2025-12-26|COVE257W297J7|FCA|USD|241019.31|241019.31|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-10|COVE257V9D2A4|FOB|USD|128369.85|128369.85|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5003053|672|2025-12-03|COVE257UVW7T5|FCA|USD|1.00|1.00|MEX| |38-0549190|FORD LOUISVILLE ASSEMBLY|2000 FERN VALLEY RD||S/N|402133502|LOUISVILLE|2026-01-08 12:27:00|
1680|5005478|230|2025-12-22|COVE257VVJLZ3|FCA|USD|90435.29|90435.29|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-15|COVE257VHY0O2|FOB|USD|148047.19|148047.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-03|COVE257UUCDB1|FOB|USD|210183.60|210183.60|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005484|230|2025-12-09|COVE257V68BF7|FOB|USD|263153.79|263153.79|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|5060522|071|2025-12-02|COVE257URSL14|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005483|230|2025-12-16|COVE257VK1W01|FOB|USD|257520.80|257520.80|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004812|160|2025-12-23|COVE257VY7F13|FCA|CNY|136138.87|963133.17|CHN| |91350900587527783|CONTEMPORARY AMPEREX TECHNOLOGY CO|NO. 1 INDUSTRY AVENUE||S/N|644005|YIBIN CITY SICHUAN PROVINCE|2026-01-08 16:50:09|
1669|5000227|810|2025-12-01|COVE257UQT7S8|FCA|USD|78448.00|78448.00|BRA| |84683374000300|TUPY SA|RUA ALBANO SCHMIDT  3400||S/N|89227-901|JOINVILLE|2026-01-08 15:41:02|
1680|5005484|230|2025-12-07|COVE257V35K01|FOB|USD|217770.38|217770.38|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5005483|230|2025-12-08|COVE257V3DFD6|FOB|USD|251575.83|251575.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005525|230|2025-12-20|COVE257VUWLM8|FCA|USD|243891.58|243891.58|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-15|COVE257VHY0J1|FOB|USD|151730.47|151730.47|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005481|230|2025-12-23|COVE257VY4YC4|FOB|USD|1.00|1.00|MEX| |81-4564580|CITIC DICASTAL CO.  LTD.|4412 COLOMA ROAD||S/N|490389471|COLOMA|2026-01-06 13:16:01|
1680|5070752|240|2025-12-09|COVE257V6SOJ2|FCA|USD|39840.61|39840.61|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 16:34:06|
1669|5000228|810|2025-12-24|COVE257W0HEI6|FCA|EUR|2854.63|2460.47|PRT| |PT502094486|GESTAMP AVEIRO - INDUSTRIA DE ACCES|RUA DA INDUSTRIA||S/N|3701-905|NOGUEIRA DO CRAVO|2026-01-08 15:41:00|
1680|5005478|230|2025-12-10|COVE257V9APV8|FCA|CAD|13136.20|18313.40|CAN| |103558136RT0001|AUTONEUM NORTH AMERICA  LTD|500 HIGHWAY 3||S/N|N4G 4H8|TILLSONBURG|2026-01-07 12:19:01|
1680|6002463|800||COVE2474KZQS4|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:02|
3949|5060523|071|2025-12-13|COVE257VGWTA3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005478|230|2025-12-17|COVE257VNZUY8|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
3949|5060523|071|2025-12-04|COVE257UXH3Y1|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
