Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3147|5005570|850|87082923|107|00|PARTE PARA CINTURON DE SEGURIDAD|85.50000|1060|855|47.72|10.000|6|10.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|39263002|85|99|ALMOHADILLADO  EXTREMO DELANTERO,|45.00000|97|90|5.02|2.000|6|0.27216|1||1|1||||TUR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40093205|2419|01|MANGUERA DE CALEFACTOR, RACOR FLEXIBLE DE RADIADOR, TUBO FLEXIBLE,|187.54902|10339|9565|532.39|51.000|6|781.64019|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5038781|470|73121099|46|04|CABLES PLASTIFICADOS|97.00000|120|97|5.43|1.000|6|1.00000|1||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:00:01|
3949|6020001|670|84099911|706|00|PORTAINYECTOR CON INYECTOR,|1524.26829|67549|62495|3478.36|41.000|6|24.43600|1||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|85177101|164|00|SOPORTE - ANTENA DE RADIO|349.17647|7357|5936|330.65|17.000|6|17.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3147|5038481|470|84099199|57|02|COMPRESOR DE PISTON DE ANILLO INFERIOR|5.63889|503|406|22.29|72.000|6|14.91120|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-29 19:09:00|
3147|5038653|470|87082999|84|99|SOPORTE LUZ ANTINIEBLA|164.00000|203|164|9.10|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:06:01|
3949|6020001|670|83017002|2473|01|LLAVE  SIN TALLAR,|565.71429|8560|7920|440.83|14.000|6|0.63503|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|87081099|2|00|SOPORTE - FARO ANTINIEBLA|185.25000|918|741|41.36|4.000|6|4.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
1733|6002677|640|39269099|10|01|SELLO MOLDEADO DE PLASTICO|3456.63636|41899|38023|2200.00|11.000|6|0.27500|1||0|1||||USA|USA| | | | |1|F3|2026-01-28 18:13:05|
3949|6020001|670|85011010|1179|99|ACTUADOR,|1282.50000|2772|2565|142.79|2.000|6|2.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|6005539|230|84099199|25|99|LOS DEMAS IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE EMBOLO PISTON DE ENCENDIDO POR CHISPA DE MOTORES DE LAS PARTIDAS 8407 U 8408|733.40000|147490|140080|7796.63|191.000|6|947.36000|1|0|0|6||||ESP|ESP| | | | |1|F3|2026-01-07 18:47:00|
1680|5035179|800|39231003|1|01|CAJAS PLASTICAS|17.96739|0|3306|184.00|184.000|6|493.06300|1||0|0||||USA|USA| | | | |2|H1|2026-01-07 16:01:01|
3147|5005609|850|85443099|59|01|ARNESES RECONOCIBLES PARA USO AUTOMOTRIZ|1357.00000|1357|1357|74.50|1.000|6|1.00000|1||1|1||||PHL|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5038653|470|40093106|74|02|TUBO DE CAUCHO SIN ACCESORIOS|446.50000|1107|893|49.54|2.000|6|1.72000|1||1|1||||ROM|THA| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|87082101|96|00|CINTURONES DE SEGURIDAD|136.00000|337|272|15.15|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1669|6900345|430|87021099|2|04|VEHICULOS AUTOMOVILES CON MOTOR DE EMBOLO (PISTON) DE ENCENDIDO POR COMPRESION, PARA EL TRANSPORTE DE 16 O MAS PERSONAS, INCLUYENDO EL CONDUCTOR, CON CARROCERIA INTEGRAL|648311.51685|62752401|57699725|3213968.00|89.000|6|89.00000|6||1|1||FORD|TRANSIT|TUR|USA| | | | |1|A1|2026-01-03 11:03:02|
3147|5038653|470|87083004|31|00|GUARNICIONES DE FRENOS|261.00000|323|261|14.50|1.000|6|1.00000|6||1|1||||IND|IND| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|87082999|79|02|PANEL - TRASERO DEL LADO DE LA CARROCERIA|1306.00000|1619|1306|72.88|1.000|6|1.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|90318099|2345|99|SENSOR  POS. PALANCA MAN. MLPS,|266.60000|1441|1333|74.20|5.000|6|5.00000|6||1|1||||ITA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87089412|366|91|VOLANTES|406.66667|4536|3660|203.85|9.000|6|9.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3147|5038653|470|87082919|43|00|CONJUNTO DE PUERTA DELANTERA DERECHA|1116.00000|1383|1116|61.91|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:06:01|
3147|5005609|850|73181599|14|03|PERNO|116.75000|467|467|25.62|4.000|6|4.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5005570|850|85437099|65|99|APARATO ELECTRICO CON FUNCION PROPIA|1168.50000|2897|2337|130.40|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87082999|14|99|SOPORTE LUZ ANTINIEBLA|162.00000|201|162|9.06|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|6001005|230|72104999|1|01|ROLLOS DE LAMINA DE ACERO SIN ALEAR,GALVANIZADOS ROLADOS EN FRIO DE ANCHURA SUPERIOR A 600 MM CON ESPESOR INFERIOR A 3 MM Y LIMITE DE RESISTENCIA A LA DEFORMACION SUPERIOR A 275 MPA|26.35945|14313558|14313558|809146.45|543014.230|1|543014.23000|1||0|1||||USA|USA| | | | |1|F3|2026-01-19 11:13:02|
3147|5038481|470|87081099|33|00|PARACHOQUES DELANTERO|430.00000|533|430|23.63|1.000|6|1.00000|6||1|1||||IND|IND| | | | |1|F2|2026-01-29 19:09:00|
1680|6005532|230|39269099|34|06|RECONOCIBLES COMO CONCEBIDAS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|1.31000|42414|40284|2242.13|30701.000|6|76.47000|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
1680|6005540|230|84836099|14|00|LOS DEMAS EMBRAGUES Y ORGANOS DE ACOPLAMIENTO INCLUIDAS LAS JUNTAS DE ARTICULACION|135.50000|1141|1084|60.34|8.000|6|11.60000|1|0|1|6||||CAN|USA| | | | |1|F3|2026-01-07 18:34:00|
3147|5005570|850|87089412|44|99|PARTES PARA VOLANTES|11382.00000|14107|11382|634.99|1.000|6|1.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|83023091|15|00|GUARNICIONES O HERRAJES PARA VEHICULOS AUTOMOVILES|339.00000|420|339|18.92|1.000|6|0.28900|1||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|73181599|62|03|PERNO|6.00000|45|36|2.02|6.000|6|0.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87082999|122|99|PARTE PARA CARROCERIA|158.50000|393|317|17.66|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5038653|470|87083099|98|99|PARTE PARA FRENO|185.00000|229|185|10.29|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:06:01|
3147|5005608|850|85122002|34|00|CALAVERAS O LUCES DIRECCIONALES|1926.00000|1926|1926|105.31|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:03:06|
3949|6020001|670|87085099|1926|99|GUARDAPOLVO,|103.65385|2913|2695|150.02|26.000|6|26.00000|6||1|1||||ESP|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84835003|1096|99|JUEGO DE PIEZAS  RODILLO TENSOR,|166.00000|359|332|18.46|2.000|6|0.67400|1||1|1||||ESP|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005609|850|84099199|25|99|PARTE PARA MOTOR DE EMBOLO|547.00000|547|547|30.04|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5038653|470|84822099|213|00|RODAMIENTO AXIAL|882.00000|2186|1764|97.88|2.000|6|2.00000|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|85437099|93|05|INTERRUPTOR|54.00000|67|54|3.02|1.000|6|1.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5024156|650|87089412|36|91|LINEA DE RETORNO|144.00000|0|288|16.12|2.000|6|2.00000|6||0|0||||USA|USA| | | | |2|A1|2026-01-07 10:21:00|
3147|5005570|850|87082999|53|99|CUBIERTA FRONTAL|348.00000|431|348|19.40|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|70072199|71|01|CRISTAL - PARABRISAS|1477.00000|10984|8862|494.40|6.000|6|0.60000|1||1|0||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3949|5005113|160|39263002|3|99|SOPORTE DE MOTOR|62.56979|0|120134|6714.95|1920.000|6|752.56825|1||0|0||||THA|THA| | | | |2|A1|2026-01-07 13:36:06|
3147|5005570|850|85437099|58|99|APARATO ELECTRICO CON FUNCION PROPIA|2433.66667|9049|7301|407.29|3.000|6|3.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5038653|470|87082999|65|07|PANEL LATERAL DE LA CARROCERIA DERECHO|1004.00000|1244|1004|55.69|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:06:01|
3147|5005608|850|85176217|38|99|MODULO DE INTERFAZ PARA COMUNICACION|406.50000|813|813|44.44|2.000|6|2.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-20 14:03:06|
3949|6020001|670|73181599|412|03|ESPARRAGO, PERNO,|5.89583|306|283|15.76|48.000|6|1.03503|1||1|1||||TWN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|90261007|2278|01|UNIDAD EMISORANIVEL DE GASOLINA,|182.00000|197|182|10.12|1.000|6|1.00000|6||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
1680|5083929|240|39231003|3|01|CAJAS DE PLASTICO|17.96671|1276229|1276229|71033.00|71033.000|6|54105.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-19 09:16:02|
3147|5038781|470|40093205|16|01|MANGUERA RADIADOR SUPERIOR|91.00000|113|91|5.07|1.000|6|0.40000|1||1|1||||IND|IND| | | | |1|F2|2026-01-29 22:00:01|
3949|5060542|071|392690|3|00|UN LOTE DE MATERIAL DE ENSAMBLE|55.37000|904952|850479|46654.52|15360.000|6|460.80000|1||1|6||||TUR|USA| | | | |1|F2|2026-01-10 12:39:01|
1680|6005539|230|87082999|51|99|LOS DEMAS PARTES Y ACCESORIOS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS 8701 A 8705|16.69000|3110|2954|164.40|177.000|6|177.00000|6|0|0|6||||CHN|CHN| | | | |1|F3|2026-01-07 18:47:00|
3147|5005570|850|87082999|83|02|PANEL - TRASERO DEL LADO DE LA CARROCERIA|1306.50000|9716|7839|437.30|6.000|6|6.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87081099|22|00|SOPORTE DEL PARACHOQUES|263.00000|326|263|14.66|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|6005532|230|85443099|176|01|ARNESES RECONOCIBLES COMO DISENADOS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|507.47000|269297|255767|14235.62|504.000|6|313.69400|1|0|1|6||||HND|USA| | | | |1|F3|2026-01-07 17:51:01|
3147|5005570|850|73269099|97|03|ABRAZADERA|11.00000|55|44|2.48|4.000|6|1.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1733|6002732|640|73181599|9|04|TORNILLO DE ACERO|1.33000|147|133|7.72|100.000|6|0.82490|1||0|1||||USA|USA| | | | |1|F3|2026-01-28 17:50:03|
3147|5005608|850|85437099|42|99|SENSOR PARA BOLSA DE AIRE|784.50000|1569|1569|85.76|2.000|6|2.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-20 14:03:06|
3949|6020001|670|83012002|548|99|JUEGO CERRADURAS  VEHICULO COMPL.,|397.00000|429|397|22.10|1.000|6|0.40000|1||1|1||||SVK|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85365099|1406|08|INTERRUPTOR, INTERRUPTOR DE IGNICION DE MOTOR,|149.25000|645|597|33.24|4.000|6|0.76000|1||1|1||||CZE|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5005609|850|87082919|85|00|ENSAMBLE DE PUERTA|3639.00000|3639|3639|199.86|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5038653|470|85122002|87|00|CALAVERAS O LUCES DIRECCIONALES |4084.00000|5062|4084|226.66|1.000|6|1.00000|1||1|1||||THA|THA| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|87082901|41|00|GUARDAFANGOS|137.25000|680|549|30.64|4.000|6|4.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|6005531|230|83082001|17|00|REMACHES TUBULARES O CON ESPIGA HENDIDA.|4.00000|873|829|46.16|207.000|6|1.03500|1|0|1|6||||GBR|USA| | | | |1|F3|2026-01-07 17:51:01|
3147|5005570|850|87082919|37|00|ENSAMBLE DE PUERTAS|1075.00000|1332|1075|59.97|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|84099999|34|00|PARTE PARA MOTOR|993.00000|1231|993|55.38|1.000|6|0.50000|1||1|1||||KOR|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|6005532|230|90262099|257|99|LOS DEMAS PARA MEDIDA O CONTROL DE PRESION INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL NIVEL PRESION U OTRAS CARACTERISTICAS VARIABLES DE LIQUIDOS O GASES POR EJEMPLO CAUDALIMETROS INDICADORES DE NIVEL MANOMETROS C|62.50000|53957|51246|2852.29|820.000|6|820.00000|6|0|1|6||||MEX|USA| | | | |1|F3|2026-01-07 17:51:01|
3949|6020001|670|87089412|2170|99|DIRECCION POR CREMALLERA, ENGRANAJE DE DIRECCION,|10126.25000|218903|202525|11272.27|20.000|6|20.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5038781|470|87088007|17|00|BRAZO DE SUSPENSION|276.00000|342|276|15.41|1.000|6|1.00000|6||1|1||||IND|IND| | | | |1|F2|2026-01-29 22:00:01|
1680|6011286|240|87043199|1|01|VEHICULOS AUTOMOVILES FORD F-150 XL, MODELO 2026 MOTOR GASOLINA PESO/CARGA SUP. 2721 KG HASTA 4536 KG|667467.50000|5424660|5339740|309492.72|8.000|6|8.00000|6||1|1||FORD|F-150 2026|USA|USA| | | | |1|A1|2026-01-31 14:41:03|
3949|6020001|670|87088010|2036|00|JUEGO DE REPARACION  BARRAACOPL., PORTAMANGUETA DELANTERA, ROTULA,|393.95876|41304|38214|2126.96|97.000|6|97.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|6005539|230|84099199|27|99|LOS DEMAS IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE EMBOLO PISTON DE ENCENDIDO POR CHISPA DE MOTORES DE LAS PARTIDAS 8407 U 8408|156.31000|29129|27666|1539.84|177.000|6|83.19000|1|0|0|6||||CHN|CHN| | | | |1|F3|2026-01-07 18:47:00|
1733|6003771|640|84821099|4|99|RODAMIENTO DE BOLAS|1733.46667|171916|156012|9051.71|90.000|6|17.55000|1||0|1||FAG||DEU|DEU| | | | |1|F3|2026-01-29 17:47:02|
3147|5038653|470|85361099|223|99|INTERRUPTOR DE CIRCUITO|907.00000|1124|907|50.32|1.000|6|0.50000|1||1|1||||IND|IND| | | | |1|F2|2026-01-29 22:06:01|
1680|6005532|230|85371099|164|99|LOS DEMAS, CUADROS PANELES CONSOLAS ARMARIOS Y DEMAS SOPORTES EQUIPADOS CON VARIOS APARATOS DE LAS PARTIDAS 8535 U 8536 PARA CONTROL O DISTRIBUCION DE ELECTRICIDAD INCLUIDOS LOS QUE INCOREN PARA UNA TENSION INFERIOR O IGUAL A 1000 V|172.87000|32216|30598|1703.02|177.000|6|9.55800|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
3949|6020001|670|87089999|2229|99|AISLAMIENTO, CUBIERTA PROTECTORA, JUEGOREPARACION  PIEZAS SUJECION, PALANCA, SOPORTE, SOPORTE DE TRANSMISION,|183.61538|2580|2387|132.86|13.000|6|13.00000|6||1|1||||FRA|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|70072199|75|01|CRISTAL - PARABRISAS|1477.00000|3661|2954|164.80|2.000|6|0.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87082999|7|99|SOPORTE LUZ ANTINIEBLA|162.00000|201|162|9.06|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|84099199|671|99|PANTALLA TERMICA,|113.50000|245|227|12.64|2.000|6|0.80000|1||1|1||||CHE|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5005478|230|731814|13|00|UN LOTE DE MATERIAL DE ENSAMBLE|1.56000|3997551|3756920|209834.58|2401890.000|6|24580.89000|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 12:19:01|
3147|5038653|470|84082001|158|00|MOTORES PARA PROPULSION|34086.00000|42247|34086|1891.56|1.000|6|1.00000|6||1|1||||GBR|GBR| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|87089999|48|99|PARTE PARA USO EN VEHICULO|337.00000|418|337|18.82|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|6005531|230|73182999|12|99|LOS DEMAS TORNILLOS PERNOS TUERCAS TIRAFONDOS ESCARPIAS ROSCADAS REMACHES PASADORES CLAVIJAS CHAVETAS ARANDELAS INCLUIDAS LAS ARANDELAS DE MUELLE RESORTE Y ARTICULOS SIMILARES DE FUNDICION HIERRO O ACERO|2.82000|2558|2429|135.22|860.000|6|3.05800|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
3949|6020001|670|83012002|545|99|BRAZO DE RETENCION DE PUERTA, CERRADURA, CERRADURA  GUANTERA, CIERRE  CAPO, CILINDRO DE CERRADURA, DISPOSITIVOFIJACIONPUERTA TRAS., JUEGOREPARACION  CILIND.CERRAD.,|338.00000|9499|8788|489.13|26.000|6|1471.12452|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|40111010|85|99|NEUMATICO|2838.00000|7035|5676|316.63|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5038653|470|87088010|186|00|CONJUNTO DE ARTICULACION DE LA SUSPENSION DELANTERA, BRAZO INFERIOR DE ROTULA|275.33333|1024|826|45.85|3.000|6|3.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-29 22:06:01|
3949|6020001|670|84145999|845|99|CONJ MOTOR Y VENTILREFRIGER MOTOR, EMBRAGUE  VENTILADOR, VENTILADOR, VENTILADOR CON MOTOR,|1920.43182|91332|84499|4703.11|44.000|6|44.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|6005532|230|87082908|192|00|BISELES.|6.25000|4050|3846|214.08|615.000|6|615.00000|6|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
3147|5005570|850|85122002|5|00|CALAVERAS O LUCES DIRECCIONALES |4048.00000|5017|4048|225.82|1.000|6|3.00000|1||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|84137007|98|00|MONTAJE DEL MOTOR|31.50000|78|63|3.53|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3949|5104859|071|73181599|1|03|TORNILLO|295.60000|5978|5912|328.60|20.000|6|1.70000|1||0|1||||TWN|TWN| | | | |1|F2|2026-01-07 13:02:01|
3949|6020001|670|84136099|787|01|MOTOR CON BOMBA,|68.50000|148|137|7.60|2.000|6|2.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5038653|470|87082999|20|99|MOLDURA|566.00000|702|566|31.43|1.000|6|1.00000|6||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-29 22:06:01|
3147|5005570|850|84099999|117|00|TENSOR|123.00000|305|246|13.75|2.000|6|1.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1669|5003140|510|87082999|270|99|PARILLA DEL RADIADOR|49.72727|678|547|30.47|11.000|6|11.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5005499|230|870899|6|00|UN LOTE DE MATERIAL DE ENSAMBLE|110.69000|70666|66412|3636.18|600.000|6|70.80000|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 12:19:03|
3147|5005570|850|87082999|61|99|MARCO DE PUERTA|59.00000|73|59|3.29|1.000|6|1.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1680|5083929|240|39239099|8|00|SEPARADORES|17.96670|2383930|2383930|132686.00|132686.000|6|443.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-19 09:16:02|
1680|5050307|800|39231003|1|01|LOTE DE RACKS, SEPARADORES, ENVASES O CONTENEDORES CON BASE Y TAPA|18.00000|19|18|1.00|1.000|6|76.00000|1||1|6||||MEX|USA| | | | |1|F2|2026-01-07 14:57:02|
3949|6020001|670|70091099|355|02|CRISTAL GRANANG.RETROV.AUTOADHES., ESPEJO RETROVISOR EXTERIOR, JUEGOREPAR.  ESPEJO RETRO. EXT.,|1229.58333|15948|14755|821.25|12.000|6|3.78220|1||1|1||||TUR|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|83023091|19|00|GUARNICIONES O HERRAJES PARA VEHICULOS AUTOMOVILES|163.00000|202|163|9.12|1.000|6|0.82000|1||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87081099|11|00|PANEL DE PARACHOQUES|236.00000|293|236|13.14|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|39235001|41|00|CAPUCHON  TUERCA DE RUEDA,|11.80000|64|59|3.26|5.000|6|0.22680|1||1|1||||ESP|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|6005532|230|83023091|93|00|LAS DEMAS GUARNICIONES, HERRAJES Y ARTICULOS SIMILARES, PARA VEHICULOS AUTOMOVILES.|131.15000|28307|26885|1496.38|205.000|6|11.59900|1|0|0|6||||BGR|BGR| | | | |1|F3|2026-01-07 17:51:01|
3147|5005608|850|87087099|67|03|RUEDA|880.00000|880|880|48.09|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:03:06|
3147|5005570|850|87082919|111|00|PUERTA TRASERA|1735.00000|2150|1735|96.78|1.000|6|1.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1680|6005539|230|85113005|48|99|LOS DEMAS DISTRIBUIDORES BOBINAS DE ENCENDIDO|121.08000|90259|85724|4771.28|708.000|6|708.00000|6|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 18:47:00|
1680|6005532|230|87082907|191|00|PARRILLAS DE ADORNO Y PROTECCION PARA RADIADOR.|30.29000|5644|5361|298.36|177.000|6|177.00000|6|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
3147|5005570|850|85371099|51|01|CAJAS DE CONEXION|1365.00000|1692|1365|76.17|1.000|6|1.58500|1||1|1||||CHN|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005608|850|83023091|26|00|HERRAJE|431.50000|863|863|47.20|2.000|6|2.00000|1||1|1||||CHN|USA| | | | |1|F2|2026-01-20 14:03:06|
1669|5022895|430|85122099|40|00|FARO|80.00000|99|80|4.38|1.000|6|5.31370|1||1|1||||ARG|ARG| | | | |1|F2|2026-01-07 10:06:00|
1680|6005532|230|94019999|266|01|RECONOCIBLES COMO DISENADAS EXCLUSIVAMENTE PARA LO COMPRENDIDO EN EL NUMERO DE IDENTIFICACION COMERCIAL 9401.20.01.00.|3.11000|92|87|4.87|28.000|6|0.91100|1|0|0|6||||DEU|DEU| | | | |1|F3|2026-01-07 17:51:01|
3147|5005570|850|85122099|86|00|APARATO DE ALUMBRADO|469.00000|581|469|26.15|1.000|6|2.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
1680|6011221|240|87043199|1|01|VEHICULOS AUTOMOVILES, FORD TRANSIT 350, MODELO 2026 MOTOR GASOLINA,  PESO/CARGA SUP. 2721 KG HASTA 4536 KG|577467.33333|1776393|1732402|96759.51|3.000|6|3.00000|6||1|1||FORD|TRANSIT 350 2026|USA|USA| | | | |1|A1|2026-01-03 13:19:02|
1680|6005532|230|87083009|221|00|CILINDROS MAESTROS PARA MECANISMOS DE FRENOS.|5376.74000|1160540|1102232|61348.59|205.000|6|205.00000|6|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
1680|6005539|230|85322999|49|99|LOS DEMAS CONDENSADORES ELECTRICOS FIJOS VARIABLES O AJUSTABLES|34.88000|6501|6174|343.63|177.000|6|177.00000|6|0|1|6||||TWN|USA| | | | |1|F3|2026-01-07 18:47:00|
3147|5005609|850|90271001|127|00|ANALIZADORES DE GASES Y HUMOS|415.00000|415|415|22.81|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5005570|850|87089999|47|99|CONEXION PARA SALIDA DE AGUA|323.25000|1603|1293|72.16|4.000|6|4.00000|6||1|1||||MEX|THA| | | | |1|F2|2026-01-09 23:47:03|
1680|5070756|240|902519|1|00|UN LOTE DE MATERIAL DE ENSAMBLE|248.28000|16115|15145|830.82|61.000|6|3.05000|1||1|6||||BGR|USA| | | | |1|F2|2026-01-07 15:02:02|
1680|6005532|230|39269099|28|06|RECONOCIBLES COMO CONCEBIDAS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|5.79000|171|162|9.02|28.000|6|0.64400|1|0|1|6||||HND|USA| | | | |1|F3|2026-01-07 17:51:01|
