Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3147|5005570|850|87082101|115|00|CINTURON DE SEGURIDAD|130.40000|808|652|36.40|5.000|6|5.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|6001014|650|85115091|11|04|ALTERNADOR|1548.00000|10235|9288|525.13|6.000|6|6.00000|6||0|1||||USA|USA| | | | |1|F3|2026-01-20 11:43:01|
1680|6005532|230|85444299|183|04|DE COBRE, ALUMINIO O SUS ALEACIONES, EXCEPTO LO COMPRENDIDO EN LOS NUMEROS DE IDENTIFICACION COMERCIAL 8544.42.99.01 Y 8544.42.99.03.|65.18000|1921|1825|101.56|28.000|6|1.75600|1|0|1|6||||HND|USA| | | | |1|F3|2026-01-07 17:51:01|
1680|6002504|800|85444999|1|04|ALAMBRE LAQUEADO PARA ENBOBINADO DE MOTORES DE VEHICULOS ELECTRICOS|72170.70000|795278|721707|41758.20|10.000|6|1821.17300|1||1|1||ESSEX FURUKAWA||USA|USA| | | | |1|F3|2026-01-28 17:10:06|
1680|5083929|240|39231003|1|01|CAJA PLASTICA|17.96669|147255|147255|8196.00|8196.000|6|8196.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-19 09:16:02|
3949|5060542|071|852589|6|00|UN LOTE DE MATERIAL DE ENSAMBLE|1015.72000|7470337|7020664|385130.74|6912.000|6|877.82400|1||1|6||||TUR|USA| | | | |1|F2|2026-01-10 12:39:01|
3147|5005611|850|73181599|15|03|PERNO|23.33333|70|70|3.90|3.000|6|3.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 23:24:03|
1733|6002732|640|73182403|13|00|PASADORES DE ACERO|2.28906|323|293|16.96|128.000|6|0.42980|1||0|1||||USA|USA| | | | |1|F3|2026-01-28 17:50:03|
3949|5060542|071|854370|8|00|UN LOTE DE MATERIAL DE ENSAMBLE|729.35000|931283|875225|48012.00|1200.000|6|420.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-10 12:39:01|
3147|5005609|850|87087099|102|03|RIMS SIN NEUMATICOS|2705.00000|2705|2705|148.54|1.000|6|1.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-20 14:43:15|
1733|6002732|640|84799018|16|99|UNIDAD DE COMPENSACION PARA ROBOT INDUSTRIAL|18873.00000|124781|113238|6552.00|6.000|6|1.35000|1||0|1||||DEU|USA| | | | |1|F3|2026-01-28 17:50:03|
1669|6007883|430|87042199|1|02|VEHICULOS AUTOMOVILES PARA EL TRANSPORTE DE MERCANCIAS, DE MOTOR DIESEL DE PESO TOTAL CON CARGA MAXIMA SUPERIOR A 2721KG, PERO INFERIOR O IGUAL A 4536KG|461024.92708|46243235|44258393|2484096.00|96.000|6|96.00000|6||1|1||FORD|RANGER|ZAF|USA| | | | |1|A1|2026-01-19 14:05:01|
1680|5083929|240|73269099|10|99|RACK METALICO|17.97222|647|647|36.00|36.000|6|31621.50000|1||1|1||||USA|USA| | | | |1|F2|2026-01-19 09:16:02|
3147|5005608|850|39263002|3|99|GUARNICIONES PARA MUEBLES|377.00000|754|754|41.22|2.000|6|2.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-20 14:03:06|
1680|6024621|240|27101902|1|00|ACEITE PARA CAJA DE CAMBIOS AUTOMATICA|44.40928|829363|720170|40711.28|16216.654|8|16216.65400|8||0|1||||USA|USA| | | | |1|A1|2026-01-19 12:53:03|
1680|5000827|240|85366104|273|00|CAJA DE ENCHUFE|19.33333|72|58|3.24|3.000|6|0.39600|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5031271|800|87085099|2|02|FLECHA HOMOCINETICA|1138.61777|10083599|10083599|549613.75|8856.000|6|8856.00000|6||0|1||||MEX|USA| | | | |1|V1|2026-01-19 08:45:01|
1680|5035180|800|39239099|20|00|BANDEJA PLASTICA|17.95000|0|359|20.00|20.000|6|90.72000|1||0|0||||USA|USA| | | | |2|H1|2026-01-19 16:02:02|
1680|5000827|240|85437099|294|99|SENSOR, SENSOR - AIR BAG, SENSOR - AIRBAG LATERAL, SENSOR PARA LA BOLSA DE AIRE|410.33333|18309|14772|825.03|36.000|6|36.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005611|850|87083009|82|00|MONTAGE DE FRENOS CON REFUERZO ELECTRICO|8950.00000|8950|8950|499.05|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 23:24:03|
3147|5005609|850|39263002|3|01|MOLDURAS PARA CARROCERIAS|838.00000|838|838|46.02|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|5005608|850|94019999|85|01|PARTE PARA ASIENTO|1500.00000|1500|1500|82.01|1.000|6|1.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-20 14:03:06|
1680|5000866|240|39269099|40|06|ESPACIADOR|2.75000|55|44|2.48|16.000|6|0.12800|1||1|1||||GBR|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|90328999|468|00|MODULO, MODULO-CONTROL DE PASO DE CAMB, SENSOR, SENSOR - ROTACION DE DIRECCION|871.11111|9717|7840|437.90|9.000|6|9.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005608|850|94019999|86|01|PARTE PARA ASIENTO|101.00000|101|101|5.54|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:03:06|
1680|6024620|240|27101902|2|00|ACEITES LUBRICANTES|38.05146|321207|280878|15878.07|7381.530|8|7381.53000|8||0|1||||USA|USA| | | | |1|A1|2026-01-19 12:43:04|
1680|5000827|240|85122099|229|00|LAMPARA, LUZ DEL COMPARTIMIENTO DE EQUI|567.33333|2109|1702|95.04|3.000|6|1.11600|1||1|1||||CHN|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|84839003|192|99|PINON - ARBOL DE LEVAS|889.00000|1102|889|49.63|1.000|6|30.61500|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3569|5025866|232|854430|30|00|UN LOTE DE MATERIAL DE ENSAMBLE|521.33750|133135|125121|6819.79|240.000|6|108.86200|1||0|6||||USA|USA| | | | |1|F2|2026-01-05 14:40:01|
3569|5025866|232|851821|14|00|UN LOTE DE MATERIAL DE ENSAMBLE|771.46154|160070|150435|8199.56|195.000|6|195.00000|1||0|6||||USA|USA| | | | |1|F2|2026-01-05 14:40:01|
1680|5000866|240|85129007|388|04|EMBELLECEDOR|72.00000|89|72|4.03|1.000|6|0.79600|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85371099|441|01|PLACA PORTADORA - CAJA DE CONE|1532.91667|22799|18395|1027.43|12.000|6|16.81200|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|5060528|071|84073403|2|01|MOTOR DE CILINDRADA INFERIOR O IGUAL A 2000 CM3|33656.90000|0|106019233|5900874.00|3150.000|6|3150.00000|6|0|0|0||||USA|USA| | | | |2|I1|2026-01-06 11:22:01|
1680|5005476|230|848210|50|00|UN LOTE DE MATERIAL DE ENSAMBLE|169.41000|2768857|2602187|144405.50|15360.000|6|13025.28000|1||1|6||||KOR|USA| | | | |1|F2|2026-01-05 19:05:01|
3147|5005610|850|87082904|48|00|PANEL DE PUERTA|1933.00000|1933|1933|107.29|1.000|6|1.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-26 19:51:12|
1680|5000866|240|85013103|348|00|MOTOR DE VENTILADOR|663.00000|822|663|37.04|1.000|6|1.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5005476|230|870880|88|00|UN LOTE DE MATERIAL DE ENSAMBLE|73.59000|2170696|2040033|113209.37|27720.000|6|10616.76000|1||1|6||||CAN|USA| | | | |1|F2|2026-01-05 19:05:01|
3949|5060538|071|731815|4|00|UN LOTE DE MATERIAL DE ENSAMBLE|7.17000|6043515|5679729|317228.86|792240.000|6|64545.04000|1||1|6||||USA|USA| | | | |1|F2|2026-01-06 14:21:01|
1680|5000827|240|40169304|53|01|BURL./GOMA - VENTANILLA LAT. T, BURLETE DE GOMA|220.00000|545|440|24.59|2.000|6|2.72300|1||1|1||||CAN|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5031252|800|85261099|1|00|SENSOR DE RADAR|848.92542|1809909|1809909|98650.37|2132.000|6|2132.00000|6||0|1||||MEX|USA| | | | |1|V1|2026-01-28 12:58:01|
1680|5005476|230|870830|81|00|UN LOTE DE MATERIAL DE ENSAMBLE|48.62000|3952913|3714969|206158.08|76410.000|6|16115.10000|1||1|6||||USA|USA| | | | |1|F2|2026-01-05 19:05:01|
1680|5035195|800|39231003|1|01|RACK PLASTICO|18.00000|0|54|3.00|3.000|6|6.66700|1||0|0||||USA|USA| | | | |2|H1|2026-01-05 16:08:00|
1680|5000866|240|84831008|312|02|ARBOL DE LEVAS|1287.00000|1595|1287|71.87|1.000|6|1.29200|1||1|1||||ROM|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5038222|470|87082999|35|99|PARTE PARA CARROCERIA|458.50000|1137|917|50.11|2.000|6|2.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-27 13:49:03|
1680|6011278|240|87043199|1|01|VEHICULOS AUTOMOVILES FORD F-150 XL, MODELO 2026 MOTOR GASOLINA PESO/CARGA SUP. 2721 KG HASTA 4536 KG|654543.12500|5321162|5236345|303869.78|8.000|6|8.00000|6||1|1||FORD|F-150 2026|USA|USA| | | | |1|A1|2026-01-30 18:41:06|
3147|6001761|470|90318099|8|99|ACELEROMETRO|12154.00000|13393|12154|696.35|1.000|6|1.00000|6||0|1||||USA|USA| | | | |1|F3|2026-01-30 17:29:02|
1680|5000866|240|39269099|42|06|BURLETE DE GOMA, GUIA DE CRISTAL, JUNTA, JUNTA - COLECTOR DE ADMISION, RETEN, SOPORTE, SOPORTE - PARACHOQUES, SOPORTE DE RADIADOR|110.54717|7262|5859|327.26|53.000|6|19.19300|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|85366902|274|00|PARRILLA INFERIOR DE FASIA|351.00000|435|351|19.63|1.000|6|0.07200|1||1|1||||IDN|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|6001813|810|72259101|2|00|BOBINAS DE LAMINAS DE ACERO ALEADO ELECTROGALVANIZADAS|23852.77172|1092934|1092934|63423.96|45.820|14|45820.00000|1||0|1||||SWE|SWE| | | | |1|F3|2026-01-30 11:25:01|
1680|6011284|240|87043199|1|01|VEHICULOS AUTOMOVILES FORD F-150 XL, MODELO 2026 MOTOR GASOLINA PESO/CARGA SUP. 2721 KG HASTA 4536 KG|667467.50000|5424660|5339740|309492.72|8.000|6|8.00000|6||1|1||FORD|F-150 2026|USA|USA| | | | |1|A1|2026-01-31 14:41:02|
1680|5000866|240|73182102|133|00|CLIP|2.91667|43|35|1.98|12.000|6|0.72000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|87082999|343|99|AISLAMIENTO, APOYO NEUMATICO, CINTURON DE SEGURIDAD, DEFLECTOR, DEFLECTOR DE AIRE, EMBELLECEDOR, EXTENSION, PANEL-REVESTIMIENTO/TECHO-CENT, POMO - PALANCA DE CAMBIOS, PORTAVASOS, REGULADOR, RETEN - VISERA, SOPORTE, TAPA - ABERTURA LLENE DEL DEPO, TOB|121.61538|5879|4743|264.90|39.000|6|39.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|87087099|385|99|PIEZA INTERMEDIA|66.00000|245|198|11.07|3.000|6|3.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|85361099|421|99|INTERRUPTOR DE CIRCUITO|105.50000|262|211|11.80|2.000|6|2.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|83023091|106|00|CIERRE - CAPO|133.60000|828|668|37.30|5.000|6|5.00000|1||1|1||||BGR|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|76090002|157|99|CONECTOR - TUBO DE ACEITE|35.09160|5698|4597|256.76|131.000|6|2.35800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|84835003|189|99|RODILLO TENSOR|52.60000|326|263|14.70|5.000|6|2.25000|1||1|1||||TUR|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|84159002|259|01|CONDUCTO DE AIRE|423.00000|1573|1269|70.89|3.000|6|3.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|85366104|272|00|CAJA DE ENCHUFE|23.00000|29|23|1.26|1.000|6|0.02600|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|84149010|257|99|CAPUCHON|32.00000|40|32|1.79|1.000|6|0.08800|1||1|1||||DEU|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|90262099|456|99|INTERRUPTOR DE LA PRESION|253.34483|9106|7347|410.35|29.000|6|29.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|94019999|729|01|AJUSTADOR, AJUSTADOR DE ASIENTO, APOYACABEZA, APOYACABEZAS-CUBIERTA/COJINETE, CAPUCHON PROTECTOR, CUBIERTA - AJUSTADOR DE ASIENT, TAPIZADO - COJIN DE ASIENTO, TAPIZADO - RESPALDO DE ASIENTO|728.95652|20780|16766|936.42|23.000|6|40.37500|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|6001327|470|84145999|1|99|VENTILADOR INDUSTRIAL|3689.00000|4065|3689|211.37|1.000|6|1.00000|6||0|1||||DEU|USA| | | | |1|F3|2026-01-27 11:33:01|
1680|5000866|240|39269099|38|06|ANILLO OBTURADOR RADIAL, CLIP, REMACHE DE PLASTICO|12.10638|705|569|31.77|47.000|6|41.32300|1||1|1||||DEU|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|6011273|240|87032499|1|00|VEHICULOS AUTOMOVILES, LINCOLN NAVIGATOR MODELO 2026, MOTOR DE GASOLINA 3,500 CM3|1552272.75000|6301253|6209091|355730.07|4.000|6|4.00000|6||1|1||LINCOLN|NAVIGATOR 2026|USA|USA| | | | |1|A1|2026-01-27 18:27:08|
1680|5000827|240|39269099|32|06|MOLDURA EXT. INF. - ABERTURA P|140.40000|870|702|39.20|5.000|6|1.24500|1||1|1||||THA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|84099199|118|03|EMPUJADOR DE VALVULA, VALVULA DE ADMISION|143.27778|3196|2579|144.05|18.000|6|3.53300|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|85261099|253|00|SENSOR|1548.00000|1919|1548|86.48|1.000|6|1.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|73181606|84|03|TUERCA, TUERCA DE RUEDA, TUERCA ESPECIAL, TUERCA HEXAGONAL|24.13971|4069|3283|183.38|136.000|6|89.03600|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|87088007|617|00|PIEZA DE UNION|151.83333|12420|10021|559.68|66.000|6|66.00000|6||1|1||||TUR|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85122002|373|00|LAMPARA|223.50000|554|447|24.96|2.000|6|0.18000|1||1|1||||THA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5038222|470|87082999|34|99|PARTE PARA CARROCERIA|271.00000|672|542|29.61|2.000|6|2.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-27 13:49:03|
1680|5000866|240|73181606|126|02|TUERCA|3.75000|19|15|0.82|4.000|6|0.24000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|83016002|169|99|DISPOSITIVO/FIJACION-PUERTA TR|710.66667|2642|2132|119.07|3.000|6|3.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85114004|365|03|ARRANCADOR|1691.60000|20966|16916|944.80|10.000|6|10.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87082201|489|00|CRISTAL - PARABRISAS, CRISTAL DE LA VENTANILLA LATERAL, LUNETA, VENTANA LATERAL|3227.76423|492064|397015|22174.40|123.000|6|123.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|83021002|104|00|BISAGRA DE PUERTA|176.50000|438|353|19.70|2.000|6|5.71200|1||1|1||||TUR|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|84133099|136|02|BOMBA DE AGUA|745.50000|1848|1491|83.28|2.000|6|2.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|84099199|197|12|POLEA - CIGUENAL|1050.50000|5208|4202|234.68|4.000|6|78.92400|1||1|1||||CZE|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84099199|204|99|PANTALLA TERMICA|181.25000|899|725|40.48|4.000|6|0.81600|1||1|1||||GBR|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84818013|280|00|TERMOSTATO, TUBULADURA DE SALIDA DE AGUA|195.71483|63796|51473|2874.89|263.000|6|205.42800|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85366902|435|00|CAJA DE ENCHUFE ADICIONAL|221.75000|1099|887|49.52|4.000|6|0.16000|1||1|1||||IDN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|94019999|473|01|CUBIERTA, CUBIERTA - AJUSTADOR DE ASIENT, CUBIERTA - SUJECION CINT. DE S, MARCO DE RECUBRIMIENTO, PALANCA DE AJUSTE DE RESPALDO, PASADOR, PLACA/RETENCION - PALANCA/BLOQ, TAPIZADO - RESPALDO DE ASIENTO|147.00000|4737|3822|213.46|26.000|6|19.50400|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6000021|670|74040003|1|99|SCRAP DE COBRE|157.97767|473933|473933|27421.92|3000.000|1|3000.00000|1||1|6||||AUT|USA| | | | |1|F3|2026-01-28 11:28:01|
1680|5000866|240|39269099|35|06|BURLETE DE GOMA|170.62500|3384|2730|152.48|16.000|6|16.00000|1||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|40103101|57|00|CORREA TRAPEZOIDAL|91.66667|2386|1925|107.52|21.000|6|10.29000|1||1|1||||BRA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5005611|850|85443099|62|01|CABLES PARA BUJIAS|647.00000|647|647|36.07|1.000|6|1.00000|1||1|1||||HND|USA| | | | |1|F2|2026-01-27 23:24:03|
3147|5005611|850|84133099|28|01|BOMBA DE INYECCION|6059.00000|6059|6059|337.84|1.000|6|1.00000|6||1|1||||CZE|USA| | | | |1|F2|2026-01-27 23:24:03|
1680|5000866|240|84818022|287|00|INTERRUPTOR DE SOLENOIDE, JUEGO-VALVULA ELECTROMAGN. INY, SOLENOIDE CALADO VARIABLE DIST, VALVULA, VALVULA DE MARIPOSA PARA REGULAR EL AIRE DE ADMISION, VALVULA ELECTROMAGNETICA(INYECTOR), VALVULA REGULADORA DE RALENTI|1731.12782|285362|230240|12859.58|133.000|6|190.80600|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5038222|470|40103999|30|01|CORREA DE TRANSMISION DE CAUCHO|231.50000|574|463|25.33|2.000|6|0.74000|1||1|1||||MEX|GBR| | | | |1|F2|2026-01-27 13:49:03|
1680|5000866|240|85365099|429|08|INTERRUPTOR, INTERRUPTOR DE LUZ DE PARE|43.22500|4286|3458|193.14|80.000|6|283.94000|1||1|1||||MLT|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5005612|850|87088007|34|00|PORTAMANGUETA DELANTERO|750.00000|750|750|41.87|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-26 19:52:11|
1680|5000827|240|84819005|173|99|BOLA - VALVULA DE RETENCION, CONJUNTO DE PLACA Y JUNTA|20.36364|278|224|12.51|11.000|6|8.88800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|85122099|233|00|LUZ INTERIOR|84.12500|834|673|37.60|8.000|6|1.08800|1||1|1||||SVK|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005611|850|94019999|113|01|PARTES DE ASIENTO PARA VEHICULO AUTOMOVIL|1390.00000|1390|1390|77.53|1.000|6|1.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 23:24:03|
1680|5000866|240|90262099|709|99|CONJ. SENSOR-CONT. PRES. NEUM], KIT - SENSOR TPMS, SENSOR - PRESION INYECCION COM|115.33422|53462|43135|2409.20|374.000|6|374.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87085099|586|04|ARBOL DE TRANSMISION, JUEGO DE REPARACION - EJE|1745.81818|47603|38408|2145.18|22.000|6|22.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85439099|464|00|SENSOR, SENSOR - VELOC. EJE TURBINA -|174.16000|5396|4354|243.19|25.000|6|4.88000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87082903|497|00|ESTRIBO|3942.66667|29319|23656|1321.23|6.000|6|6.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|85013103|209|00|MOTOR - ACCIONAMIENTO DE VENTA|228.00000|283|228|12.71|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|87089412|653|91|BARRA INTERMEDIA DE DIRECCION, BRAZO DE DIRECCION, CONEXION DEL EJE DE DIRECCION, EXTREMO - BARRA DE ACOPLAMIENT, VASTAGO|745.50000|125661|101388|5662.82|136.000|6|136.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85129007|391|99|RASQUETA DEL LIMPIACRISTALES|194.96000|6041|4874|272.25|25.000|6|56.25000|1||1|1||||BEL|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|85013103|208|00|MOTOR - ACCIONAMIENTO DE VENTA, MOTOR DEL LIMPIACRISTALES|484.60000|3003|2423|135.34|5.000|6|5.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|87089412|659|91|AMORTIGUADOR DE VIBRACIONES, BRAZO CON SOPORTE, BRAZO DE MANDO DE LA DIRECCION, BRAZO DE MANGUETA, ENVOLTURA - COLUMNA DE DIRECCI, EXTREMO - BARRA DE ACOPLAMIENT, EXTREMO - BARRA INTERMED. DIRE, GUARDAPOLVO, SOPORTE, TUBERIA, TUBO, TUBO FLEXIBLE|710.45455|96860|78150|4364.92|110.000|6|110.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|84099199|127|99|RETEN-ANILLO OBTURAD. TRAS. CI|71.45455|974|786|43.89|11.000|6|11.22000|1||1|1||||POL|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|73269099|155|99|RETEN|20.05714|870|702|39.20|35.000|6|3.85000|1||1|1||||TUR|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5005611|850|85443099|61|01|ARNESES RECONOCIBLES PARA USO AUTOMOTRIZ|1336.00000|2672|2672|149.00|2.000|6|2.00000|1||1|1||||PHL|USA| | | | |1|F2|2026-01-27 23:24:03|
3147|5038222|470|87084002|27|00|CAJA DE CAMBIOS CON DIFERENCIAL|18694.00000|23170|18694|1022.04|1.000|6|1.00000|6||1|1||||FRA|GBR| | | | |1|F2|2026-01-27 13:49:03|
1680|5000866|240|40169999|86|07|CASQUILLO|30.78947|2175|1755|98.04|57.000|6|57.00000|1||1|1||||ESP|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|85365099|271|08|INTERRUPTOR, INTERRUPTOR DE MANDO|188.57143|1636|1320|73.74|7.000|6|0.34000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|84825091|178|00|COJINETE DE EMPUJE|33.66667|125|101|5.64|3.000|6|3.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|73181599|122|03|KIT DE TORNILLOS, PERNO|25.13699|4549|3670|205.00|146.000|6|40.94400|1||1|1||||TUR|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87082999|527|08|MARCO DE PUERTA, MONTANTE - TRAS., PANEL LATERAL TRASERO, RELLENO - ALETA TRASERA, SOPORTE|1780.38462|28686|23145|1292.71|13.000|6|13.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5005610|850|73181599|14|03|TORNILLOS PARA USO AUTOMOTRIZ|61.00000|61|61|3.41|1.000|6|1.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-26 19:51:12|
1680|5000827|240|85334091|260|99|RESISTOR|25.40000|157|127|7.10|5.000|6|5.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5005611|850|40103301|5|00|CORREAS DE TRANSMISION SIN FIN|119.00000|119|119|6.66|1.000|6|1.00000|1||1|1||||ESP|USA| | | | |1|F2|2026-01-27 23:24:03|
1680|5000827|240|87088007|394|00|BRAZO DE AJUSTE, BRAZO DE SUSPENSION DELANTERA|906.54878|92134|74337|4151.95|82.000|6|82.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|87089502|665|02|AIRBAG, MODULO - AIRBAG|843.78947|19870|16032|895.45|19.000|6|19.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|39263002|17|01|MOLDURA|101.00000|125|101|5.66|1.000|6|0.06800|1||1|1||||CHN|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5038222|470|87088005|22|00|AMORTIGUADOR|613.00000|1520|1226|67.01|2.000|6|2.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-27 13:49:03|
3147|5005610|850|87089999|81|99|PARTE PARA USO EN VEHICULO|1783.75000|7135|7135|395.94|4.000|6|4.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-26 19:51:12|
1680|5000866|240|84143002|249|00|COMPRESOR|2539.08333|37764|30469|1701.77|12.000|6|12.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
